tta1,tta2,tta3,tta4,tta5,tta6,tta7,tta8,tta9,tta10,tta11,tta12,tta13,tta14,tta15,tta16,tta17,tta18,tta19,tta20,tta21,tta22,tta23,tta24,tta25,tta26,tta27,tta28,tta29,tta30,tta31
-3.881,0,-3.018,0,-5.645,-2.714,0,0,0,1.619,0,-3.624,0,-1.113,-2.973,1.529,0,0,0,-0.881,-1.82,-3.926,0,-4.422,0,0,0,-6.122,0.4308,0,0
-2.788,0,-0.5704,0,0,-3.865,0,-3.754,0,0,0,-0.4143,0,0,-1.586,1.964,1.056,0,-0.827,-2.085,-1.819,-2.424,0,-4.608,-0.5082,0,0,0,1.275,0,0
-0.434,0,-3.614,0,0,0,0,-1.707,0,0,-0.7041,-2.019,0,0,-7.124,0.5079,1.101,0,-1.429,0.09714,-11.95,-4.375,0,-1.637,-0.6446,0,0,0,1.417,0,0
-7.155,0,-5.303,0,0,0,0,-1.473,0,0,-3.06,-2.383,-1.555,0,-1.088,0,1.861,0,-2.451,-0.9739,-3.942,-2.02,0,-1.893,0,0,0,-3.751,-0.1023,0,0
-2.367,0,-2.703,0,-1.751,-3.425,0,-1.826,0,0.7835,-4.556,-3.201,-0.9577,0,0,0,0,0,-1.772,0,-0.9891,-2.106,0,-1.083,0,0.8568,0,0,1.794,0,0
-5.35,0,-2.416,0,-2.962,0,0,-2.721,0,0,-4.369,-6.428,0,0,-8.732,-0.7713,0,0,-0.9913,-0.05006,-1.587,-1.987,0,-1.394,0,-1.456,0,-2.143,0.745,0,0
-2.792,0,-8.687,0,-4.762,0,0,0.3632,0,0,-2.261,-5.38,0,0,0,-0.6386,0,0,-1.191,0,0,0,0,-2.919,0,-0.2633,0,0,1.592,0,-1.515
-0.8493,0,-2.3,0.3287,-2.935,0,0,1.446,0,0,-3.852,-4.375,0,0,-0.2202,-0.00731,0,0,-2.22,0,2.559,1.315,0,-2.198,0,-1.679,0.142,-5.05,0,0,0
-2.02,0,-5.001,0,-3.43,0,0,0,0,0,-1.332,-2.483,0,0,-0.0213,0.8264,0.4894,0,-1.045,0,0,-1.265,0,-1.955,0,-3.585,0,-3.474,0,0,0
-6.748,0,-2.042,0,-2.059,0,0,-0.4535,0,0,-5.571,-2.744,0,0,-0.7866,-0.1888,0.6016,0,-1.343,0,0,-2.311,-0.08932,-2.304,-0.2505,0,0,-1.887,0,0,0
-3.812,0,-4.863,-0.8001,-1.134,0,-6.943,-4.791,1.181,0,-4.677,-4.962,0,0,-3.43,0.2375,2.05,0,-1.459,-0.5672,-2.662,-0.9365,-0.112,-2.148,0,0,0,-4.12,0,0,1.34
-2.836,0,-0.6478,-0.2595,-2.954,-0.515,0,-0.5362,0,0,0,0,0,0,-6.244,0,0,0,-0.558,0,0,-0.9113,1.063,-0.4693,0,0,0,-3.208,0,2.52,0
-2.491,0.1548,-4.153,-0.002587,-2.894,-6.59,0,-2.559,0.0218,0,-2.501,-1.647,-0.3368,0,0,0,-2.046,0,-1.958,0,0,-0.5755,0,-1.828,0.5669,0,-1.784,-1.718,0,0,0
-3.713,0.2391,-4.642,0,-5.251,-5.568,-0.05956,-0.4,-0.4938,0,-3.141,-5.089,-0.9037,0,0.9226,0,0.254,0,-0.1538,0,0,-3.633,0,-1.572,0,0,-2.316,-3.144,0,-0.279,0
0,0,-2.144,0,-2.59,-0.9053,-2.981,-2.278,0,0,-5.298,-5.702,0,0,-3.658,0,0.2731,0,-1.464,0,0,0,0,-0.4764,0,0,-0.939,0,0,0,-3.19
-0.4409,0,-1.595,0,-7.851,0,-8.115,-2.55,0.5568,1.044,-5.275,-3.258,0,0,-2.552,-0.4177,1.205,0,-3.371,0,0,-0.7473,0,0,0,0,0,0,0,0,-4.936
0,0,-4.404,0,-2.045,-7.516,-2.481,-0.2905,0,0,-1.62,-3.131,0,0,0,0,2.13,0,-2.39,0,0,-3.434,0,0,-0.1574,0,0,0,0,1.001,-0.5854
0,0,-2.419,0,-3.76,0,-5.333,0,0,0,-2.63,0,0,0,0,1.018,1.714,0,-1.156,0,0,0,0,0,0,0,0,0,0,0,-1.102
-1.351,0,-0.8248,0,-3.375,0,-3.035,0,0,0,-4.612,0,0,0,0,-0.7805,2.704,0,-1.894,0,0,0,0,0,0,0,0,0.5343,0,0,0
-3.881,0,-4.852,0,-5.431,0,-0.9959,0,0,0,-3.568,-0.4887,0,0,-1.884,0,2.286,0,-1.701,0,-0.04156,0,0,0,0,-1.739,-0.9604,-2.54,0,0,0
-2.399,0,-1.458,0,-3.297,0,-3.887,-2.567,0,0.1854,-1.851,-5.107,-2.134,0,-4.064,0,3.265,0.182,-2.92,0,-9.354,-0.6131,0,-2.171,0,0,-1.355,-2.093,1.492,0,-4.016
-5.346,0,-2.639,0,-1.679,0,0,-2.09,-3.363,0,-1.965,-2.147,-3.372,0,-3.666,0,0.7446,0,0,0,-5.52,-2.551,0,0,0,0,-0.5485,-1.747,2.291,0,-1.83
0,0,-0.9739,0,-1.562,-1.312,0,-0.4237,0,0,-2.142,-3.214,-1.011,0,-1.255,-1.653,0,-0.4907,0,0,0,-2.289,0,0,0,0,-1.444,-5.424,2.469,0,-7.903
0,0,-2.79,0,0,-4.315,0,-3.98,0,0,-0.4404,-6.935,-0.4452,0,-3.179,0,0,0.01408,0,0,0,-0.6425,0,0,0,0,-1.423,-2.341,0,0,-1.654
0,0,-3.427,1.359,0,0,-0.6344,0,0,1.226,-6.574,0,-0.08098,0,0.5483,0,0,0,-0.9802,-1.725,0,-2.9,0,0,0,0,-1.25,-2.228,0,0,0
0,0,-3.428,1.749,0,0,-0.3069,0,0,0,-5.569,-7.728,-0.7829,0,-3.039,0,0,0,-1.027,0,-7.119,-2.976,0,0,0,1.171,0,-2.633,0,0,0
0,0,-2.059,1.262,0,-1.954,-2.66,0,0,0,-3.918,-2.883,-0.03556,0,-3.91,0,1.137,0,-1.456,0.1392,1.431,-5.093,0.3029,0,0,-0.3212,0,-0.9666,0,0,-1.062
0,0,-0.2857,1.287,0,-2.382,-6.686,0,0,-0.07636,-3.343,-2.499,-0.2487,0,-2.075,0.1771,-0.2803,0,-1.499,-0.8274,0,-3.388,0,0,0,0,0,-3.435,0,0,-0.6011
-2.053,0,-5.596,0,0,0,-4.669,0,0.3169,1.002,1.125,-1.519,0,0,-4.341,0,-1.295,0,-1.576,-1.978,0,0,2.224,0,0,0,0,-2.818,0,0,-2.628
0,0,-2.214,0,-0.09831,-2.16,-2.553,0,0,1.234,0,-1.608,0,0,0.4724,0,0.7382,0,-3.697,-1.282,0,-1.63,1.981,0,-0.05975,0,0,-3.68,1.266,0,-4.819
0,0,-5.674,0,-6.911,-3.156,-2.333,-3,-0.07987,0,0,0,0,0,-1.523,0,0.467,0,-1.137,-2.009,-0.4572,-5.563,-3.016,-0.6471,0,-0.5783,0,-0.7778,0,0,-3.586
-2.945,0,-1.919,0,-3.284,-2.487,-5.822,-6.468,1.748,0,0.6131,0,0,0,0,0,0,0,-1.112,0,-0.3409,-2.182,-1.035,-1.223,0,-0.6396,-0.7808,-2.397,0,0,-1.109
-2.057,0,0,0,-5.094,-1.892,-5.646,-3.696,0,0,0,-0.374,-2.497,0,-5.221,0,0,0,-1.575,0,0,0,1.113,-3.217,0,0,-0.09141,-1.145,0,0,-1.521
-0.9273,0,0,0,-4.419,-3.405,-0.2808,0,0.9361,0,0,-5.2,-3.005,0,0,0,0,0,-2.124,0,0,0,1.1,-3.527,-1.156,-3.181,-1.61,-3.803,0,0,-1.33
-3.625,0,0,0,-1.431,-5.777,0,1.492,-2.212,0,-4.562,0,0.8536,0,0,0,0,0,-1.362,0,-2.07,0,0,-3.206,0,-2.167,-0.02968,-9.188,0,0,-2.436
-2.118,0,-0.9248,0,-1.679,-3.941,0,-3.984,0.3793,0,-8.156,0,0.271,0,-2.637,0,0,0,-2.336,-1.992,-0.4924,0,0,-1.548,0,0.397,-1.99,-1.089,0,0,0
0,0,-0.9796,0,-2.203,-3.112,0,-1.132,0,0.3585,-8.891,-3.623,-2.07,0,-2.36,0,0,-0.8652,-0.9435,0,-0.3981,0,0,-1.826,0,-0.9946,0,-2.852,0,0,-4.466
0,0,0,0,-4.936,0.1428,0,-3.071,0,0,-5.19,-1.533,-0.8075,0,0,0,0,0,-0.314,0,-5.69,0,0,-1.635,0,0.2461,0,-2.467,0,-1.395,-7.469
0.8583,0,0,0,-0.8023,-6.969,-0.7987,-1.205,0,0.5079,-1.492,-2.358,0,0,0,0,0,0,-1.379,0,-3.324,0,0,-0.9959,0,-0.5975,0,-2.401,-0.7257,0,-6.642
-0.2209,0,0,0,0.3107,-0.2647,-3.042,0,0,0.9097,0,0,-1.079,0,0,0,0,0,-0.9054,0,0,0.3205,0,-1.216,0.9698,0.7913,0,0,-1.38,-0.5486,-4.116
-3.352,0,0,0,-4.116,0,-0.5928,-3.127,0,1.08,0,-2.926,1.917,0,0,0,0.8087,0,-1.63,0,0,0,0,-2.29,-1.244,-1.147,0,0,0,0,-4.104
-3.155,0,-0.4392,0,-8.759,0,-3.315,-4.306,0,0.6769,-2.96,-0.9184,0,0,-7.918,0,0.2877,-0.9382,-1.89,0,0,0.5079,0,0,-1.277,-0.1919,0,0,0,0,0
-3.474,0,0,0,0,0,0,-3.146,0,0.854,-9.449,0,0,0,-4.597,0.8476,0,0,-4.258,0,0,-2.778,0,0,-2.984,0.5003,0,0,0,0,0
-2.615,0,0,0,0,-2.354,0,0,-2.66,0,-4.535,-0.1548,0,0.9606,0,0,1.723,0,-2.581,0.5063,0,0,0,0,0,0,0,0,0,0,-5.801
-1.192,0,0,0,0,0,0,-0.2601,0.9572,0,0.1502,-1.585,0,1.905,0,0,-1.18,0,-1.655,-0.4005,0,-1.945,0,0,0,0,-0.4324,-3.791,0,0,-2.846
-6.439,0,0,0,0,0,0,0,1.757,0,-0.5204,-2.386,0,0.07398,0,0,0,0.2409,-2.069,-0.602,-2.506,-4.315,0,0,0,0,-1.166,-4.828,-2.106,0,-3.823
-2.827,-0.8488,0,0,0,-1.552,0,-2.048,2.15,0,-1.688,-6.399,0,0.08304,0,-0.08996,0.9229,0,-1.478,0.2247,0,0,0,0,0,0,-3.247,-3.214,1.737,0,-3.303
-1.719,-1.37,-1.587,0.5282,-6.778,1.025,0,-0.3854,2.747,0,-0.5973,-5.121,-0.819,-0.5929,0,0.5348,0.2733,0,-1.142,-0.5429,-1.554,-3.827,-0.7967,-1.919,0,0,0,-7.081,1.176,0,0
-1.753,-0.3601,-2.917,0.8987,-0.1965,0,0,-0.763,2.68,0,0,-2.234,0.1561,0,0,0.4958,0,0,-2.649,0.2652,-2.379,-2.024,1.545,-1.283,0,0,0,-1.481,2.569,0,0
0.02521,0,-3.928,0.2695,-4.761,0,0,-7.543,1.527,0,-3.932,-2.279,0,0,0,0.5293,-1.169,0,-1.249,-0.1895,-2.898,0,0,-2.163,0,0,0,-1.944,1.471,0,0
-1.735,0,-3.322,0.2064,0,0,0,-3.214,2.319,0,-2.198,-7.127,-0.3271,0,0,0,0,0,-1.645,-0.4182,-3.026,0,0,-0.4824,0,-1.533,0,-2.287,1.399,0,-2.01
0,0,-3.02,0,0,-0.7419,0,-0.9253,3.289,0,-0.7858,-5.06,-2.844,0,-0.7708,0,0,0,-2.124,-1.492,-4.765,0,0,-1.206,0,0,0,-4.81,1.772,0,-5.4
0,-1.494,-2.765,0,0,0,0,-2.34,2.339,0,0,-2.208,-1.511,0,-2.632,-0.09321,0,0,-1.426,-1.246,-0.01836,0,0,-0.5089,0,0,-1.951,-1.86,3.447,0,-4.059
0,-0.9574,-2.386,0,0,0,0,0,1.13,0,0,-4.283,-0.8483,0,-2.757,0,0.5068,0,-2.788,-1.386,-1.997,-3.398,-2.862,0,0,0,0,-1.513,2.587,0,-0.6266
-1.793,0,-2.364,0,0,0,0,0,0,1.654,-9.536,0,-3.144,-0.9512,-3.676,0,0,0.5151,-1.014,0,0,-3.664,0,0,0,0,0,-2.155,2.646,0,-3.54
-4.593,0,-3.631,0,0,0,0,0,0,1.062,-2.517,-2.403,-1.657,0,-2.035,0,0,0,-2.469,0,0,0,0,0,0,0,-1.561,-2.3,2.377,0,-2.442
0,-0.2108,2.879,0,0,-1.945,0.2289,0,3.309,0,-7.139,-2.064,0,-1.207,-3.663,0,0,0,0,0.3608,0,0,-0.3637,0,0,0,-1.415,-6.697,1.72,0,-5.74
0.02138,0.1368,0,0,0,-3.661,-1.665,0,2.364,0,0,0,0,-2.196,-3.535,1.169,0,0,0,0,0,0,0,0,0,0,-4.076,-7.923,1.55,-0.7939,-3.528
0.1047,0,0,0,0,0,-2.367,-0.5007,3.327,0,0,0,0,-1.012,-2.292,0.3055,0,0,0,0,-3.643,0,-0.2926,0,0,0,-0.7796,-0.1897,1.567,-3.457,-2.734
0,0,0,0,0,0,-1.024,-2.762,2.634,0,0,0,0,1.942,-6.535,0.08091,0,0,0,-0.2417,-1.077,0,0.2036,0,0,0,0,-3.041,2.009,0,-4.787
0,0,-0.8715,0,0,-0.3169,-1.429,0,2.694,0,-4.268,0,0,0.2687,-4.918,0.9556,0,0,0,0,-4.706,0.1299,0.4558,0,0,0,0,-2.478,2.144,0,-8.015
0,0,-4.875,0,0,-2.944,0,0,2.81,0,0,0,-0.6096,0.2676,-2.665,0,0,0,0,0,-11.34,-0.9014,0,0,0,0,0,-3.554,3.105,0,-2.479
0,0,-8.994,0,0,-4.4,0,0,2.202,-1.311,-4.794,0,0,0,-3.758,0,0,0,-0.1641,0,-3.35,-2.239,0,-0.7341,0,0,-2.082,-5.809,3.305,1.203,-7.25
0,0,-0.6908,0,-1.806,-3.432,0,0,0,0,-6.403,-0.6939,0,1.223,0,0,0,0,-1.007,0,-4.718,0,0,-2.357,-0.8723,0,-0.9387,-0.513,5.364,-0.3641,-2.885
0,0,-1.568,0,-1.516,-2.584,0,0,0,0,-0.2748,-2.008,0,0,0,0,0,0,-1.211,0,-4.63,-3.529,0,-3.548,-2.155,0,-1.617,-2.24,6.579,0,-4.41
0,0,0,0,-3.029,0,0,0,0,0,-3.859,0,0,0,0,0.3892,0.4873,0,-1.434,0,-2.395,0,0,-1.695,-0.4945,0,-0.4941,-4.496,8.581,2.481,-1.156
-2.11,0,0,0,-2.475,0,-0.01598,-1.099,-0.2323,0,-4.483,0,0,0,0,0,-0.09456,-0.1989,-2.076,-1.329,-0.8633,0,0,-1.735,0,0,-3.638,-3.676,6.322,3.101,0
-3.779,0,0,-0.4847,-8.181,0,-5.449,-7.661,0,0,-3.18,0,0,-0.2222,-0.7418,0,0,0,-1.242,0,0,-0.6291,0,-1.04,-0.6763,-2.267,-0.853,-2.968,5.698,0,0
-7.567,0,1.116,0,-2.327,0,-6.262,0,0,0,-3.916,0,0,1.66,-1.941,0,0.03953,0,-1.949,0,0,-7.959,0,-1.304,0.09888,1.069,-0.9803,-1.423,4.901,0,0
-2.652,0,-1.037,0,-3.304,0,-6.598,0,0,0,-3.231,0,0,0,-1.974,0,-0.2824,0.5531,-1.346,0,0,-3.009,0.06159,-2.104,0,0.665,-0.841,-0.9618,4.22,-2.372,0
-2.217,0,-3.235,0,-1.242,1.216,-4.632,0,0,0,0,0,-0.1039,0,0,0,0.5673,0.9195,-1.764,0,-0.4199,-4.036,-2.423,-1.111,0,0.743,0,-5.325,3.946,0,-3.787
-5.229,0,-1.693,0,0,0,-0.4557,0,0,0,0,0,0,0,-0.313,0,0,0.8887,-1.264,0,-5.508,-1.372,0,-2.282,0,-1.389,0,-2.927,4.851,0,-2.431
-2.632,0,-1.285,0,0,0,0,0,0,0,-3.267,0,1.214,0,-0.9229,0,0,0,-2.607,0,-2.769,-2.256,3.196,0,0,0,0,-6.041,5.905,0,-5.031
0,0,-2.494,0.9982,-0.7941,0,0,0,0,0,-2.197,0,0.3784,0,-3.365,0,-3.21,0,-2.144,0,-0.1602,-1.661,3.102,0,0,0,-2.479,-4.561,5.916,0,0
-6.084,0,0,0.5517,-3.294,0,0,0,0,0,0,0,0.467,0,-6.502,0,0,0,-0.4768,0,-1.197,-6.328,0.3611,0,-1.509,0,-1.444,-6.094,5.35,0,0
-3.363,-0.6367,0,0.3416,-3.423,0,0,0,0,0,0,0,0,0,-1.161,0,0,0.9472,-1.378,0,-4.43,-0.5826,-0.4075,0,0,0,0,-1.144,3.206,-3.153,-7.696
-5.099,-0.02034,0,0,0,0,0,-3.795,0,0,0,-0.7651,-1.706,1.162,-2.41,0,0,0.9162,-2.699,-1.443,0,-1.823,-1.849,0,0.1932,0.1535,0,-2.236,2.655,0,0
-3.454,0,0,0.6282,0,0,0,-4.937,0,0,0,0,0.1106,0,0,0,0,0.1898,-0.9767,-0.9377,0,-2.303,1.102,0,-2.19,0,0,-2.436,2.729,0,0
-8.152,0,-2.228,0,0,0,0,-8.025,0,0,0,-2.911,0.6124,0,0,0,0,0,-2.247,0,0,0.6731,2.335,0,0,0,0,-3.071,2.03,-2.054,0
-3.755,0,-2.419,0,-0.4132,-3.685,0,-4.474,0.5496,0,0,0,0.475,0,0,0,0,0,-1.226,0,-2.937,-0.05066,3.799,0,0,0,0,-5.226,1.347,-1.357,0
-1.952,0,-2.106,0,-0.5334,-2.818,0,-4.576,0,0,0,-0.853,-1.753,0,0,0,0,0,-1.084,0,-1.705,-3.454,0,0,0,0,0,-1.178,3.437,0,-0.2168
-4.692,0,-1.655,0,0,-2.529,0,-2.77,0.3524,-1.526,-1.298,-2.458,-0.868,0,0,0,0,-0.4475,-1.477,0,0,-3.228,0,0,0,0,0,-3.464,1.576,0,-5.45
-3.974,0,-0.6009,0,-2.651,-5.494,0,-5.728,0.2244,0,0,-1.963,-1.533,0,0,0,0,-1.041,-0.9393,0,0,-0.2218,0,0,0,0,0,-1.3,1.211,0.1511,-2.465
0,0,-2.765,0,0,-6.858,-1.487,-1.218,0,0,0,-5.249,-0.5833,0,-1.836,0,0,-0.7339,-2.732,0,0,-3.511,0,0,0,0,0,-5.877,1.607,1.966,-4.555
0,0,0,0,-0.04561,-3.723,-2.862,0,0,0,0,0,0,0,-2.905,0,0,0.518,-1.797,0,0,-3.066,0,-0.8969,0,0,0,-3.522,2.998,2.222,-2.206
-1.92,0,-5.207,0,-4.61,0.394,0,0,0,0,0,0,0,0,-0.6992,0,0,1.248,-2.628,0,0,-3.7,0,-1.245,0,0,0,-5.718,2.759,0.04379,-1.204
-3.198,0,0,0,0,-1.701,0,0,2.919,0,0,-0.3729,0,0,0,0,1.493,1.533,-2.073,0,0,-3.073,0,-2.942,-0.1654,0,0,-1.042,0.7974,0,-0.3675
-6.271,-0.0379,0,0,0,-1.713,-1.186,0,1.42,0,0,-2.335,0,0,0,0,0,0.8382,-1.327,0,0,-0.9979,0,-3.512,0.6992,0,0,-2.175,1.179,0.01207,-3.464
-4.352,0,-4.768,0,0.9108,-1.899,-7.968,0,1.077,0,0,-4.916,-1.886,0,-5.542,0,0,1.538,-1.033,0,0,-0.2822,0,-3.275,0,0,0,-0.9207,1.319,-1.378,0
0,0,-3.781,0,0,-3.112,-2.189,0,0,0,0,0,0.446,0,-3.13,0,0,1.406,-1.743,0,-1.44,-4.579,0,0,0,0,0,-1.495,1.671,0,0
0,-0.7046,-5.92,0.4155,0,-1.449,0,0,0,0,0,0.3164,0,0,-4.401,0,0,1.077,-1.393,0,-1.317,-1.569,0,-0.1312,0,0,-0.5085,0,2.407,0,-6.216
0,-0.4129,-1.615,-0.00362,-6.249,-3.727,0,1.96,0,0,0,-2.545,0,0,0,0,0,0.8699,-1.269,0,-0.697,-4.427,0,0.2548,0,0,0,0,1.532,0,-4.183
0.2748,0,-2.634,0.5917,-1.769,-5.847,0,0,0,0,0,-3.352,0,0,0,0,2.754,0,-1.473,0,-6.155,-6.174,0,-0.6133,0,0,0,0,-0.3207,0,-3.738
-3.076,0,-5.946,0.8256,0,-4.212,-2.081,0,0,0,0,-10.2,0,0,0,0,0.3596,0,-0.8049,-0.7814,0.46,-3.322,0,0,0,0,0,-2.788,0,-0.04587,-5.422
-1.973,0,0,0,0,-4.885,0,0,0,0,0,0.4692,-0.9517,-0.1456,0.3159,0,-0.2086,0,-1.723,-1.075,-1.176,-1.829,0,0,0,0,0,-4.482,0,-2.055,-4.845
-0.4341,0,0,0,0,0.1192,0,0,0,0,-2.03,-2.107,-0.3802,0,-2.687,0,0,0,-1.865,-0.6976,-0.6194,-0.04595,2.341,0,0,0,-1.308,-1.614,0,-0.4975,-4.778
-2.925,0,0,0,0,-4.84,-2.657,0,0,0,0,-0.6833,-1.708,0,-1.862,0,0,0,-1.955,-1.914,-1.756,0,0.8295,0,0,0,-3.107,-4.899,0,-0.8472,-3.215
0,0,0,0,0,0,-2.788,0,0,0.3593,0,-0.6783,0,0,-3.175,0,0,0,-1.729,-1.156,-2.249,-1.878,0,-0.05925,-1.394,0,-1.869,-2.131,0,0.1919,-1.811
0,0,0,0,-0.6141,0,-3.502,0,-0.2703,0.7302,-0.6822,-3.17,-4.581,0,0,-0.6192,0,-0.5605,-1.73,-0.955,0,-4.574,0,-0.3613,0.141,0,0,-2.799,0,-1.53,0.6586
-1.016,0,0,0,0,0,-6.786,-0.7033,0.835,0.5257,-1.546,-5.528,0,0,2.147,0.7605,0,0,-1.441,-1.511,0,0,0,-2.57,0,0,0,-3.61,0,-3.291,-4.152
-0.6984,0,0,0,0,0,-4.75,-5.085,0.7907,0,-2.726,-6.152,0,0,-3.956,-0.2075,0,0,-0.6992,-2.823,0,-6.473,0,-0.9014,0,0,0,-3.053,0,0,-5.03
-6.917,0.8536,0.04708,0,0,0,0,-1.109,1.593,0.3587,-5.557,-3.573,0,0,-2.579,0.3993,0,0,-0.8891,0,0,-4.33,0,-2.641,0,0,0,-2.63,0,0,0
-3.321,0,-0.9725,0,0,-3.55,0,-1.168,-0.2911,1.32,-6.195,-2.047,0,0,0,0,0,-0.1129,-1.663,0,-4.72,-5.684,0,0.3213,0,0,0,-4.137,0,0.7093,-3.094
-4.676,0,-2.667,0,-4.046,-3.124,0,-5.102,1.216,0,0,-1.754,0,0,0,0,0,0,-1.109,0,0,-3.326,0,-0.1748,0,0,0,0,0,1.26,-4.409
-3.604,0,-3.419,0,0,-3.303,-2.541,-4.273,2.144,0,0,0,-0.258,-0.6164,0.5925,0.01337,0,0,-1.684,0,0,0,0,-2.456,0,0,0,0,0,2.152,0
-4.39,0,-3.47,0,-4.098,-2.769,-0.2606,-3.928,0.2312,0,-0.04883,0,0,0,0,0,0,0,-0.5337,0,0,-6.072,0,-1.262,0.0117,0,0,0,1.981,2.69,0.7499
0,0,-1.321,0,-4.409,0,0,-5.533,0,0,-4.042,0,0,0,0,-0.1938,0,0,-1.031,0.2719,0,-2.66,-0.1195,-0.3024,-0.11,0,1.521,0,1.91,0.6315,0.4217
0,0,-3.919,0,-2.109,-6.118,0,-4.227,0.9374,0,-3.705,0,-1.732,4.983,0,-0.9112,0,0,-1.716,-0.4936,0,0,0,-0.8966,0.4746,0,0,0,0,0,-3.862
-2.051,0,-1.432,0,-1.8,-4.596,-3.689,0,0,0,0.2134,-4.442,0,4.387,-1.763,0.6958,0,0,-1.793,-1.409,0,0,0,-0.5138,0.05804,0,0,0,0,0,-3.826
-3.19,0,-1.524,0,-5.518,-4.485,-4.162,0,0,0,-3.1,-4.507,0,0,-2.965,0.87,0,0,0,-0.8817,0,-1.467,0,-1.043,-1.109,0,0,1.098,-0.6577,0,-3.646
0,-0.2769,0,0,-3.608,-3.766,-1.008,-1.696,0,0,-2.351,0,0,0,-3.972,0.4932,0,0,-4.495,-0.6627,0,-1.394,0.6989,-1.515,-1.796,-2.543,0,0,-0.3327,0,-3.615
-1.725,-1.066,0,0,0,-3.344,-0.5018,0,0,0,-3.535,0,0,0,0,0,0,0,-1.316,-1.384,0,-3.8,0.8317,0,-0.3074,0,0,0,1.895,0,-5.109
0,-0.6054,0,0,0,-2.027,0,0,0,0,-0.5998,-1.676,0,0.05702,0,0,0,0,-2.263,-2.183,0,-3.594,-2.117,0,-0.3915,0,0,-1.713,0.6621,0,-4.622
0,-2.728,0,0,0,0,0,0,0,0,-3.392,-5.637,0,0,0,0,0,0,-1.248,-2.851,0,-6.346,0.3021,0,-0.3098,-1.501,0,0,0,0,-4.654
0,0,0,0,0,0,0,0,-1.628,0,-4.671,-3.567,0,0,0,0,0,0,-1.465,0,0,-2.632,0,0,0,-1.008,0,0,0,0,-1.344
0,0,0,0,0,-0.4242,0,0,0,0,-2.083,-4.831,0,0,0,0,0,0,-1.95,-0.6652,0,-4.212,1.676,-1.412,0,-2.111,0,0,0,0,0
0,0.3721,0,0,-6.542,0,0,0,0,0,-5.112,-0.3208,0,0,-3.946,0,2.327,0,-1.397,-2.086,0,-4.648,0,0,-0.002594,-0.06493,1.109,-0.11,0,0,0
0,-0.9059,0,0,-2.85,0,-1.668,0,0.005335,0,-6.327,-2.154,0,1.196,0,0,1.254,0,-1.894,-0.1714,-1.186,-3.133,0,0,1.591,0,0,0,0,0,-1.092
0,0,-2.388,0,-7.313,0,-1.864,0,0,0,-3.865,-2.171,0,0,0,0,0.1397,0,-1.929,-1.182,1.224,0.4816,0,0,0.6821,0,0,0,-1.037,0,0
0,0.7265,0,0,-4.57,0,0,0,0,1.536,0,0,0,0,-4.224,0,0,0.1596,-2.029,-1.184,0,-2.698,-0.6811,-1.466,0,0,0,0,-0.144,0,0
-0.7125,0,0,0,-3.756,-3.607,0,0,0,1.559,-4.152,-0.05387,0,0,0.1579,0,0,-0.603,-3.16,-1.55,0,0.3414,0,-2.907,0,0,0,0,0,0,0
0,0,0,0,0,-2.793,0,0,0,2.073,-2.467,-3.029,-0.9008,0,0,0,0,0,-1.328,-2.566,0,-7.28,-1.698,0,0,0,0,0,0,-0.01937,0
0.364,0,0,0,0,-2.366,0,0,0,3.44,0,-3.496,0,0,0,0,0,0,-2.304,0.2335,0,-2.543,0.1615,0,0,0,0,0,0,0,0
0,0,-1.216,0,0,-3.455,0,0,3.177,2.33,0,-2.447,0,0,-1.235,0,0,0,-1.789,-0.8057,0,-5.32,0,0,0,0,0,0,0,-0.5809,0
-1.002,0,0,0,0,-3.943,-3.063,0,2.52,1.525,0.6066,-0.9153,0,0,-5.405,0.1927,0.2026,0,-1.137,-2.11,0,1.849,0,-1.951,0,0,0,0,0,-0.9062,0
0.8186,0,0,0,0,-5.125,0.4789,-1.434,0,1.826,-1.619,-3.237,0,0,-3.378,0.8959,0,-1.06,-1.6,-1.305,0,-3.945,0,-3.703,0,-2.027,0,0,0,0,0
0,0,-1.218,0,0,-4.52,0.1312,-6.446,0,1.706,-1.847,-0.9901,0,0,0,0.6038,0,-0.6742,-0.4904,0.9923,0,-4.314,0,-0.8436,0,0,0,0,0,0,-2.434
-4.022,-0.5082,-4.96,0,-1.25,-0.4918,-3.015,-2.557,0,0.3438,0,-2.935,-2.475,0,0,0.6987,0,-0.3628,-2.735,0.224,0,-6.18,-0.59,-1.755,0,0,0,0,0,0,-1.4
-3.79,-0.006762,-3.561,0,-1.817,-2.906,0,-3.982,0,0.8586,-0.4143,-0.4495,-1.652,0,1.276,0.5753,0,0.7198,-2.427,-2.063,0,-1.202,0,-2.122,0,0,0,0,0,1.205,-1.758
-0.6739,0.4942,-0.771,0,-6.177,-1.132,-0.3152,-1.736,0,0,-4.924,-5.26,-2.595,0,0,0.9473,-2.183,0.7706,-1.817,0,-0.4868,-4.463,0,0.5149,0,0,0,0,-0.4386,0,-2.441
-2.422,-0.591,-3.422,0,-1.806,0,-4.773,-1.359,0,0,-0.7777,-1.408,0,0,0,2.009,0,1.194,-1.183,0,0,-0.07647,0,-1.572,0,0,-1.523,0,0,1.386,-3.416
