tta1,tta2,tta3,tta4,tta5,tta6,tta7,tta8,tta9,tta10,tta11,tta12,tta13,tta14,tta15,tta16,tta17,tta18,tta19,tta20,tta21,tta22,tta23,tta24,tta25,tta26,tta27,tta28,tta29,tta30,tta31
0,0,-1.647,0,0,-2.247,0,-4.232,-0.3933,3.506,-6.446,-2.303,-1.51,0,-2.513,0,0,1.175,-0.8953,0,-2.658,0,0,-3.476,0,0,0.6907,0,0,0,-3.731
0,0,-1.218,0,0,0.3535,0,-0.2068,1.075,2.823,-7.535,-1.645,0.4094,0,-2.022,0,-1.983,0.1809,-2.066,0,-5.478,0,0,-1.753,0,0,-3.447,0,0,0.06313,-1.938
-1.574,0,-4.018,0,-3.122,-5.226,-0.5993,-1.502,0,3.133,-1.778,-5.316,0,0,-1.68,0,0,0,-2.079,0,0,-4.47,0,-1.019,0,0,-2.452,0,-0.269,1.956,-2.461
-4.512,0,-4.055,0,-3.252,-4.314,-1.151,0,0,3.567,0,-3.115,0,0,0,0,0,0,-2.385,0,0,-1.033,0,-0.6198,0,0,-0.5696,0,0.9925,0,-0.9194
-4.036,0,-0.7692,0,-3.075,-2.015,0,0,0,2.647,0,0,0,0,0,0,1.482,0,0,0,0,-5.099,0,0.08522,0,0,0,0,0.5416,0,-6.856
0.8329,0.7905,-1.829,0,-4.486,-1.394,0,-2.424,0,2.922,0,0,0,0,-3.122,0,0,0,-1.552,0,0,0,0.7746,-0.2413,0,0,0,-4.159,1.926,0,-1.153
0,0.3499,-2.294,-0.1271,-4.157,-0.2722,0,-5.557,0,3.769,0,0,0,0.04939,-4.993,0,0,0,-0.5312,0,0,-1.278,-0.2158,0,0,0,0,-8.443,0,-0.9093,-1.498
-0.05278,0.5706,-3.813,0,0,0,-3.547,-4.075,2.025,3.839,-0.4499,0,0,0.1788,-3.669,0.7216,0,0,-1.478,-0.9702,0,-1.435,-1.66,0,0,0,0.6545,0,0,0.4382,0
-2.068,1.142,-3.96,0.7153,0,-0.0273,0,-3.707,1.396,2.727,-1.766,0,0,0,-3.455,0,0,0,-1.388,-1.044,-3.742,-5.894,0,0,0,0,0,0,0,3.287,-2.094
0,0.912,-5.518,0,0,-5.614,-1.722,0,0,2.438,-1.093,0,0,0,-1.593,-0.6275,0,-0.2701,0,0,-4.059,-2.78,0,0,0,0,0,0,0,0.9369,0
0,0.4644,-6.976,0,-1.301,-0.08038,0,0,0,1.894,-0.861,0,0.1124,0,-5.918,1.432,0,-0.1157,0,0,-2.841,-4.123,0,0,2.279,0,-1.595,0,0,0,0
0.8941,0,-2.287,0,-3.616,-2.288,1.413,0,0,-0.0541,-4.97,0,-1.561,0,-3.411,1.073,0,-0.6192,0,0,-5.557,-2.169,0,0,0.6379,0,-2.241,0,0,0,0
-1.693,0,-2.887,0,-1.097,0,-0.6749,0,0,-2.017,0.3382,0,-0.6408,0,-3.657,1.331,0,0,0,0,-1.369,0.526,-0.8106,0,1.561,0,-1.579,0,0,0,-3.879
-3.285,0,-3.174,0,-3.856,0,-7.43,0,-0.04005,-1.901,0,0,-1.984,0.0959,-2.212,-1.964,0,0,0,0,-2.754,-1.822,0,0,0.955,0,-2.82,-3.183,0,0,-2.304
-0.1155,0,-0.5236,0,-1.491,0,-3.354,-0.9182,0,-0.5684,0,-3.782,0,1.723,-0.3892,0.7144,0,0,0,0,-3.126,0,0.6094,-2.96,0.5175,0,-1.084,0,0,1.26,-1.651
-2.432,0,-2.762,-0.2417,-2.888,-4.103,-2.618,-6.989,0,0.9291,0,-4.952,0,0,0,0,-1.046,0,0,0,-2.023,0,0,0,-1.74,0,0,0,0,-0.05241,-2.886
0,0,-1.418,0,0,1.021,0,-4.68,0,0,0,-3.291,0,0,0,0,-2.482,0,-1.098,0,-0.0368,0,0,0,0,0,-2.906,0,0,-0.8716,-2.86
-2.498,0,-1.975,0,-9.212,0,0,-1.777,0,0.3937,0,-7.213,0,0,0,0,-2.007,0,-0.8113,0,-2.533,0,0,-4.516,0,0,-0.8996,-3.215,0,1.797,-0.9934
-3.735,0,-0.9187,0,-3.442,0,0,0,0,0.3121,0,-1.335,0,0,-1.933,0,0,0,-1.458,0.09054,-3.723,0.1942,0,0,-1.545,0,0,-2.054,0,1.589,0
-2.966,0,-2.816,0,0,0,0,-0.2425,0,0.6867,0,-3.597,0,0.3836,-2.937,1.815,0,0,-1.984,-1.199,0.4722,-0.4967,0,0,-0.4092,0,0.05185,-2.656,0,0,-2.28
-5.187,0,0,0,-3.789,-3.249,-2.594,0,0,0,0,-4.506,0,0.9028,-3.562,0,0,0,-1.268,-0.5658,-0.3348,0,0,-1.444,0,-1.106,-1.197,-5.88,0,0,0
-1.681,0,0,0,-2.135,-0.9605,0,0,0,0,0,-3.904,0,0,0,0,-0.6886,0,-1.606,-1.381,-0.7961,-0.6055,0,-2.152,0,-0.3678,0,-1.442,0,0,0
-3.614,0,-2.508,0,-8.883,-0.9508,0,0,-0.2131,0,0,-3.981,-1.573,0,0,0,1.143,0,-1.853,0,-1.605,-1.129,0,-2.505,0,0,0,-1.931,0,0,0
-2.125,-0.1456,-1.11,0,-0.21,0,0.1692,0,-1.526,0,0,-3.309,0,0,0.4368,0,3.637,0,-1.643,0,-3.297,-3.36,-2.021,-1.511,0,0.8281,0,-0.06538,0,0,0
0,-0.4633,0.8085,0.02354,-4.809,0,0,0,0.1616,0,0,-3.253,-0.1144,0.6535,0.2757,0,2.584,0,-1.399,0,-1.068,-0.6734,-2.648,-1.879,0.6576,1.481,0,0,0,0,0
0,-0.353,0,0.8589,-0.6212,0,0,0,0,0,0,-1.3,-1.869,3.214,-6.203,0,1.766,0,-1.666,0,0,-0.8284,0,-0.244,-0.8087,-0.203,0,0,0,0,0
0,0,-1.197,0.4007,-1.605,0,0,0,0,0,0,0,0,2.964,0,0.1667,1.558,0,-2.081,0,0,0,0,0,0,0,0,0,0,0.9217,0
0,0,0.6638,0.6734,-7.161,0,0.4592,1.328,0,0,-3.772,0,0,1.536,-1.958,0,1.524,0,-1.633,0,0,0,0,0,0,-0.2759,0,-0.644,0,0,-4.318
0,0,0,0.5157,0,-0.1588,-3.155,0,0,0,-1.09,0,0,2.684,-1.92,-0.3227,1.183,0,-1.039,0,0.2315,0,1.708,0,0,0,0,0,0,0,-2.414
-4.189,0,0,-0.1398,-5.692,-0.6009,0,0,0.8483,0,-0.7977,0,0,2.345,-5.642,0,0,0,-0.8185,-2.601,0,0,0,0,0,0,-0.1172,0,0,0,-4.782
0,0,0,0.6665,-3.507,-1.778,0,0,-1.213,0,-0.8067,0,-1.805,1.093,-3.288,0,0,0,-1.599,-0.372,0,-4.212,-0.03359,0,-2.485,0,0,0,0,0,-0.01909
-1.528,0,-2.886,0,0,-2.575,0,0,-0.1406,0,-6.06,0,0,0.7282,-1.304,0,-1.93,0,-1.62,-2.507,0,-5.089,0,0,0,0,0,0,0,0,0
-6.194,0,-4.224,0,0,-5.418,0,0,-1.972,0,0,0,0,0,-3.34,0,1.652,0,-1.4,-2.352,0,0,-2.289,0,0.4749,0,0,0,0,0,0
1.015,0,0,-0.295,-0.3403,-3.347,0,0,0,1.32,0,-4.392,-1.495,0,-0.3272,0,1.647,0,-2.829,-1.196,0,0,-0.4005,-2.131,0,0,0,0,2.017,0,-3.395
1.776,0,0,-0.2425,-3.355,-5.233,-1.797,0,0,1.729,-0.937,-0.936,-2.181,0,0,0.4427,1.8,0,-1.79,0,0,-2.343,0,0,0.1548,0,0,0,1.57,0,0
-1.096,0,-2.502,0,-1.648,-3.551,-3.257,-0.4506,0,0,-2.864,-4.034,-3.648,0,0,0,1.994,0,-1.838,0,0,-5.765,0,-2.763,-2.031,0,0,0,0.4675,-2.502,0
-0.5018,0,0,0,0,-3.547,-2.864,0,-0.3632,0,-5.753,-5.731,-0.01407,0,0,0,1.504,0,-1.462,0,-3.011,-2.584,0,-0.2551,0,0,0,-4.297,0.7595,-4.808,0
-2.517,0,-5.967,0,-0.4334,-3.651,-5.062,0,0,0,-2.478,-1.329,0,0,0,0,1.301,0,-0.9703,0,-1.581,-0.7568,0,0,0.05254,0,0,-4.043,1.406,0,0
-4.49,0,-5.354,0,-3.53,-3.711,0,0,0,0,-4.822,-1.779,0,0,0,0,4.441,0,-2.114,0,-4.922,-1.51,0,0,-1.73,0,0,-4.599,0,0,0
-0.8871,0,-1.348,0,-2.286,0,-1.27,0,0,0,0,0,0,0,0,0,2.966,0.8683,-2.945,0,-3.732,-0.1373,0,0,0.9985,0,0,-2.886,0,-0.3031,-1.666
-3.084,0.2924,-8.603,0,-1.614,-0.3348,-0.5297,0,0.03714,1.227,0,0,0.1639,0,0,0.3837,3.857,0,-2.296,0,-2.094,-7.188,0,0,1.446,0,1.356,-2.918,0,0.3331,0
-2.691,0,-1.319,0,-4.158,0,0,0,1.583,1.296,0,0,-0.5701,2.58,1.941,0,0,0,-2.316,-2.223,0,-3.535,2.541,-0.7826,2.091,0,0,-5.323,-1.237,0,0
-3.042,0,-2.293,0,-4.737,-1.293,0,0,3.981,-0.1358,-2.614,-2.116,0,2.102,-0.6735,0,0.2119,0,-1.036,-1.215,0,-1.785,0,-1.947,0,0,0,-4.7,-1.061,0,0
0,0,-2.597,0,0,-4.883,0,0,3.275,0,-5.367,-1.98,0,1.426,-4.126,0,0.7992,0.9032,-1.563,0,-2.334,-6.817,0,-2.819,-0.3376,0,0,-5.358,-3.09,0,0
0,0,-4.43,0,-2.405,-3.816,0,0,1.872,0,0,-2.706,0,0,-6.439,0,-0.39,0,-1.664,0,0,-4.284,0,-1.34,0.4272,-0.4288,0,-1.462,-1.766,0,0
0,0,-2.564,0,-2.831,0,0,0,0,0,0,-0.4233,0,0,-0.7634,0,0,0,-1.611,0,-0.3124,-2.142,0,-2.504,0.8559,0.6546,0,-2.879,-0.8958,0,0
0,0,0,0,-2.012,0,0,0,0,0,-4.759,-2.938,0,0,-0.6664,0,-0.8001,0.3408,-3.102,0,-2.246,-2.679,0,-1.768,0,0,-2.269,-3.968,0,0,0
0,0,0,0,-5.103,0,0,0,0,0,-6.898,-3.447,0,0.02609,-2.056,0,-2.502,-0.217,-2.804,0,-1.698,-0.2029,0.5203,-1.793,0,-0.7024,-0.2054,-5.189,0,0,0
0,0,0,0,0,0,0.1582,0,0,0,-3.972,0.8679,0,0.5379,-2.017,1.633,-1.945,-0.4587,-2.587,0,0,-3.119,0,-2.494,0,0.5806,-0.7909,-5.375,0,0,-3.352
0,0,0,0,0,0,0,0,1.207,-0.4886,-3.415,-2.189,0,0,-7.941,3.003,-1.845,0.1214,-2.765,0,0,0,-0.02604,-2.125,0,0,0,-4.708,0,0,-1.265
0,0,0,0,0,-8.53,0,0,0,-1.201,0,-3.921,0,0.4664,-5.146,3.109,1.107,0.1878,-2.331,-1.479,0,0,0.5922,-1.471,0,0,0,-4.403,-0.3727,0,-5.161
-0.4206,0,-3.562,0,0,-1.133,0,0,-0.472,1.414,-0.7828,-6.13,0,0,0,3.019,1.096,0.1696,-1.645,-0.3823,0,0,0,0,0.4234,0,0,0,0,0,-2.798
-5.504,0,-8.366,0,0,0,-0.605,0,0,0,-1.94,-5.277,-1.484,0,-2.989,2.41,3.315,-0.2491,-0.9609,-1.447,0,0,-3.986,0,0,0,0,0,0,0,0
-6.574,0,0,0,0,0,-3.896,0,0,0,-4.35,-6.432,-2.79,0,-0.1471,1.9,0,-0.231,-2.87,-2.225,0,0,0,0,0,0,0,0,0,0,0
-4.319,0,-3.439,0,0,0,0.6089,-3.463,0,0,-2.641,-1.492,-0.2354,0,-1.849,1.306,-0.3423,-0.4144,-2.282,0,0,-4.584,0,0,0,0.4044,0,0,0,-0.3694,-3.614
-1.676,0,-4.168,0,0,-4.853,0.4313,-4.055,0,0,0,-2.932,0,0.6864,0.01602,1.05,-0.3467,0,-1.547,0,0,0,0,0,0,0.32,0,0,0,-2.122,-3.849
-0.8439,0,0,0,0,0,-2.896,0,-0.7555,0,0,0,1.034,0.4,0.3371,1.276,0,0,-2.73,0,0,0,0,0,0,0.339,0,-2.685,0,-1.14,-3.795
-0.9202,0,0,0,0,0,0,0,0.665,-0.1238,0,0,-1.898,1.034,-4.41,1.843,0,0,-0.9598,0,0,0,0,0,0,0,0,-2.847,0,0,-3.482
0,2.012,-5.798,0,0,-4.522,0,0,-1.347,0,-5.223,0,-0.257,0,-1.563,1.961,0,0,-1.155,0,-4.542,0,-0.4413,0,0.8364,0,0,-2.791,0,0,-3.972
0,1.226,-3.484,0,-1.868,-1.165,0,0.1388,-0.08794,0,-6.562,0,0,0,-1.754,1.287,0,0,-2.96,0,0,0,0.5633,0,-3.364,0,0,-1.969,0,2.086,0
0,0.662,-1.112,0,-4.278,0,0,1.023,0,1.755,-2.355,-0.2629,0,-0.5048,-0.7328,1.729,0,-0.9928,-0.6441,0,0,-7.284,0,0,0.3955,0,0,0,0,1.635,-2.805
0,0,0,0,-3.549,0.7524,0,0.0288,0,1.117,-1.636,-2.953,0,3.625,-2.571,1.1,0.2214,-1.266,-1.748,-0.3868,0,-2.809,0,-1.68,0,0,0,0,0,1.846,-5.617
-5.747,0,0,0,-2.981,-0.5585,2.199,0.5944,0,2.531,-0.3885,-3.872,-2.184,3.075,-0.4823,1.916,-0.3042,0,-3.459,-0.4795,0,-2.915,0,-2.205,0,0,-3.223,0,0,1.223,-0.4661
-3.63,-0.607,0,-0.004931,0,-4.096,0,-1.711,0,1.588,0,0,-1.911,0,-2.785,2.696,-0.367,0,-1.726,-0.8046,0,-4.739,0,-0.3648,0,0,-1.297,0,0,0.6409,-2.812
-2.496,0.1594,0,0.9464,0,-4.089,0.04423,0,0,0.9127,0,0,0.6268,0,-2.309,1.43,0,0,-2.363,-0.3165,0,-1.085,-1.177,-1.211,0,0,-0.7719,0,0,0,-3.586
0,1.104,-1.573,0.3505,0,0,0,0,-0.1598,-1.507,-0.8693,-1.015,-0.9177,0,-7.375,1.586,0,0,-0.8295,0,0,0.3769,-0.08248,0,0,0,-0.2075,0,0,0,-3.607
0,0,0.1175,-0.4485,0,0,-1.269,0,0,0,-5.842,-4.834,-0.3824,0,0.2339,0.8298,1.618,0,-1.434,0,-2.687,-2.405,0,0,0,0,-2.233,0,0,0,-2.858
0,0,-3.933,0,-10.24,-4.764,-3.821,0,0,0,-1.231,-3.48,-1.067,0,-0.4739,-0.09476,0.6074,0,-0.376,0,-0.5598,-2.941,0,0,0,0,0,0,0,0,-3.459
0,0,0,0,-0.7928,-3.697,-1.318,0.7816,0.8033,0,-1.665,-6.041,-2.962,0,-6.7,-0.6314,-1.909,0,-0.5595,0.0151,-4.728,-4.267,0,0.7673,0,0,0,0,0,0,-1.99
0,0,0,0,-5.853,-5.24,-1.86,-8.115,-2.073,0,-0.9495,-0.9648,-1.744,0,-1.59,0,0,0,-1.738,0.6697,-1.253,-3.176,0,0,0,0,0,-1.592,0.9636,0,-2.79
-0.144,0,0,0,-6.82,-3.194,-2.197,-3.997,1.893,0,-0.8984,-4.656,0.4741,0,0,0,0,0,-1.12,-0.648,-2.032,0,0.01059,0,0,0.7811,0,-2.241,1.464,0,-1.125
0,-0.1965,0,0,-3.3,0,0,-1.435,0,0,-1.746,-1.088,0.2651,0,0,0,1.118,0,-0.7287,-1.658,-1.546,0,0.3408,-1.583,0,0,0,-4.74,1.872,-0.02789,0
0,0,0,0,0,0,0,-4.972,0,0,-5.965,0,0.6261,0,-2.373,0,2.492,0,-4.995,-0.6293,-6.042,0,0,-1.096,0,0,0,0,0.2259,0,0
0,0,0,0,0,0,0,-2.062,0.3592,0,-1.786,-2.402,-1.31,0,0,0,0,0,-1.597,-1.426,0.5328,0,0,-1.153,0.9825,0,0.07141,-3.711,0,0,0
0,0,0,0,-7.691,-1.217,0,0,3.17,-0.0425,0,-1.206,-1.285,0,0,0,0,0,-2.278,-0.5249,-0.7111,0,-0.4405,-1.689,0,0,-1.86,-0.771,0,0.5565,0
0,0,0,0,-4.463,-2.409,-1.467,0,3.968,-0.242,0,-3.171,-0.5266,0,0,0,0,0,-0.6971,-0.03964,0.1323,-5.878,0,1.537,0,0,0,-2.043,0,0,0
0,0,0,0,0,-3.332,0.04624,-3.326,2.915,0,0,-3.377,0,0,0,0,0,0,-2.068,-1.04,0,-2.29,0,0,0,0,-0.9416,0,0,0,0
0,0,0,0,0,-1.452,0,-5.873,3.592,0,0,-2.323,0,0.8817,0,1.572,0,0,-1.617,0,-1.461,-2.543,0,0,0,0,-3.369,0,0,0,0.3355
0,0,0,0,-0.8939,0,0,0,1.517,0,0,-7.653,0,0,-3.286,2.082,0,0,-1.47,0,-2.25,-1.159,0,-0.08356,0,0,-1.384,0,0,0,0
-2.702,0,0,0,-0.5433,0,0,-1.59,0,0,0,-3.275,0,0,-3.777,0,0,0,-1.43,0,-5.723,-7.98,0,-0.6069,0,0,-1.1,0,0,0,0
0,-1.15,0,0,0.1049,1.925,0,-2.651,0,0,0,-1.809,0.6521,0,-3.476,0,0,0,-1.343,0,-1.382,-1.755,0,-2.078,0,0,0,-5.132,0,0,0
-1.451,0.7679,0,0,0,0,0,0,0,0,-3.736,-3.116,0,0,-3.116,0,0,0,-2.48,0,-7.352,-1.991,1.055,-0.8496,0,0,0,-2.988,0,0,-1.632
0,-0.6012,0,0,0.08213,0,-4.508,0,-0.2322,0,-2.38,-0.5098,0,0,-4.181,0,0,0,-1.907,0,-3.251,-4.91,2.116,-0.2424,0,0,0,0,0,0,-4.541
0,-0.4763,0.1516,0,0,0,-2.086,0,0.5793,0,-0.2904,-1.917,0,-0.2898,0,0,0,0,-0.4912,0,0,0,2.98,-1.435,0,0,0,0,0,0,-5.091
0,-0.1571,0,0,0,0,0.149,-0.2475,0,0,0,-4.421,0,-2.934,-1.91,0,0,0,-1.364,0,0,0,2.209,-2.069,0,0,0,0,0,0,-2.956
0,0,0,0,-2.624,0,-4.457,0,0,0,-0.4886,-0.8253,0,0,-5.668,0,0,0,-1.701,0,0,0,1.541,-0.7909,0,0,0,0,0,0,-1.553
0,0,0,0,0,0,-1.703,0,0,0,0,-2.801,0,0,0,0,0,0,-0.6275,0,0,0,2.756,-0.8978,0,0,0,-1.513,0,0,-0.2622
0,0,0,0,0,0,-3.734,0,0,0.6704,0,-3.548,0,0,0,0,-1.599,0,-2.118,0,0,0,0,0.3493,0,-1.146,0,-2.003,0,0,-2.633
0,0,0.209,0,0,-1.763,0,0,0,1.854,0,-4.437,0,0,-1.842,0,0.1467,0,-4.135,0,-0.6763,-3.539,0,0,0.07612,-0.7447,-1.573,-7.902,0,0,-0.589
-4.588,0,-1.079,0,0,0,0,-1.44,1.856,1.565,0,-5.033,0,0,-11.39,0,0.4582,0,-2.707,0,0,-3.3,1.504,0,1.25,0,-0.06242,-4.723,0,0,-5.826
0,0,-3.838,0,0,0,-0.1066,-5.72,1.777,1.537,-0.8683,-2.936,0,0,0.2266,0,-0.3568,0,-1.523,0,0,-3.047,0,0,0,0,-4.281,-4.126,1.272,0,-2.472
0,-0.5613,-2.575,0,0.3621,-1.759,-6.534,-3.368,-2.814,1.252,-2.409,-2.298,0,0,0,0,0,0.1499,-1.875,0,0,1.131,-0.02355,0,0.4707,0,-3.182,-6.764,1.873,0,-5.289
0,0,-5.765,0,-1.219,-5.329,-0.2321,-2.523,0.2863,1.702,-0.2401,-1.963,0.03182,0,0,0,0,0.002118,-2.51,0,-0.3899,-5.925,2.813,-0.9439,0.8772,0,-0.8874,-0.1788,1.996,0,-3.032
0,0,-7.248,0,0,0,-0.5345,-4.56,-2.271,2.043,-0.8217,-7.462,0,1.284,0,0,0,0,-1.9,-0.5082,0,-6.124,2.378,-2.339,0,0,-0.4615,0,2.225,-0.1084,-7.011
0.7299,0,-3.644,0,0,0.9999,0,-6.425,0,0.4365,-1.582,-2.765,0.369,1.664,-0.2553,0,0,0,-1.467,0,0,-4.012,1.335,-1.546,0,0,0,0,1.345,0.9482,0
0,0,-5.927,0,0,-2.165,0,-3.464,0,0,-2.269,0,0,-1.744,0,0.576,0,0,-0.3276,0,0,-3.03,0,-1.062,0,-2.157,0,-2.682,0.5564,0,0
0,0,-1.45,0,-4.383,-1.155,0,0,0,0,0,-2.047,0,1.001,0,1.583,0.2082,0,-1.25,0,0,-1.838,-0.5896,-2.011,0,0,0,-3.631,0,0,-4.426
0,0.7824,-5.126,0,-3.349,-3.092,0,0,0.6915,0,0,-5.846,0,1.431,0,0.5355,-2.229,0,-0.8918,0,0,-3.127,2.439,-0.3055,0,0.03801,-3.25,-2.669,0,0.103,-5.211
-3.475,0.9777,-3.117,0,-0.8979,-4.518,3.056,0,0,0,-2.874,-2.917,0,1.606,0,1.568,0,0,-0.5043,-0.7297,0.08207,0,1.161,-0.7309,2.174,-0.4455,-2.111,-2.674,0.4989,0,-4.382
-4.104,-0.1188,-2.01,0,-5.416,-2.586,0,0,0,0,-4.691,-4.341,0,2.473,0,1.028,0,0,-0.2254,-1.695,0,0,1.159,-1.382,0,-0.2062,-0.7419,-2.562,0,-1.304,-3.362
-0.6973,-0.4092,-1.91,0,-2.32,-7.465,0,0,0,0,-1.261,0,0,1.296,0,1.82,0,0,0,-0.1952,0,0,0.04608,-2.884,0,1.253,-1.003,0,0,1.062,0
0.06772,0,-2.524,0,-1.341,-0.6389,0,0,0,0,-4.996,0,0,-1.486,0,0,0,0,0,-0.6178,0,0,-0.3797,-1.107,-0.3607,0,0,0,0,2.718,0
-0.7476,0,-1.972,0,-3.324,0,0,2.05,0,0,-2.814,0,0,0,1.417,0,0,0,0,-0.2474,0,0,0,0.4339,0.1403,0,0,-5.066,0,1.792,-1.709
-4.823,0,-3.101,0.04181,-1.602,0,-1.147,0,0,0,-2.476,0,0,0,0,0,0,0,0,0.3371,0,0,0,0,1.935,0,0.09861,-2.666,0,0,-2.486
-3.873,0,0,0,-3.473,0.3013,0,0,0,0,-5.163,0,0,0,-0.564,0,1.373,0,-2.878,0,0,0,0,0,0,0,-0.4788,-0.6756,0,0,-4.586
-2.876,0.6759,0,0.7802,0,0,1.246,-2.588,0,0,-0.8963,0,0,1.867,-7.247,0,-1.927,0,-2.46,0,0,-1.775,0,0,0,0,0.2047,0,0,0,-3.551
-3.655,-0.08494,-2.054,0.7613,0,0,-3.454,-0.703,0,0,-1.591,0,0,0,1.48,0,0,0,-0.8485,0,0,-4.351,0,0,0.1568,-0.8122,-0.3023,0,0,0,-7.086
-8.262,0,0,0.2838,-0.9832,0,-6.471,-2.238,0,0,-2.621,0,0,0,0,0,0,0,-1.509,0,0,0,0,0,0,0.6185,0,-2.797,0,0,0.605
0,0,0,-0.7589,-2.635,3.803,-2.673,0,0,0,-7.885,0,0,0,-5.859,0,-1.157,0,0,0,-2.632,-8.762,0,0,0,0,0,-6.652,0,0,0.8162
0.3447,0,0,-0.306,-2.372,3.279,-3.442,0,0,0,-3.991,0,0,0,-2.86,0,0,-0.5911,0,0,0.8962,-0.2329,0,0,1.445,0,0,-1.911,0,0,1.442
-4.677,0,0,0,0,-4.203,-6.47,-1.116,0.8553,0,0.175,-2.351,0,0,-5.593,0,0,0,0,0,0,0,0,0,0,-2.485,0,-3.659,0,0.8933,-3.664
-3.89,-1.867,-1.606,0,0,-1.216,-1.905,0,0,0,-1.993,-1.728,0,0,-1.08,0.957,0,0,0,0,0,-3.967,-2.658,0,0,0,0,-2.762,0,-2.187,0
-1.849,0,-2.053,0,0,-1.931,-1.501,0,0,0,-0.1533,-4.959,0,0,0,0.3382,0,0,-2.859,0,-0.6731,0,0.9512,0,0,0,0,-0.4839,0,-1.194,0
-4.516,0,-2.552,0,0,-1.826,-1.819,0,0,0,-2.882,-7.051,0,0,0,0,0,0,-0.794,0,-2.072,0,0,0,0,-2.046,0,-1.748,0,2.968,-1.322
-0.8896,0,-3.677,0,0,-4.127,0,-5.453,0.4984,0,-5.18,-1.636,0,0,0,0,0,0,-1.016,-0.5391,-5.151,0,0,0,0,-3.963,0,-2.462,0,3.281,-1.44
-1.507,0,-4.062,-0.1229,1.236,-2.006,0,-2.371,-0.5201,0.7177,0,-0.2713,-1.573,0,-1.241,-0.2325,0,0,-1.83,-0.7567,-1.782,0,0,0,0,-1.225,0,-2.777,0,2.265,-4.55
-3.854,-0.2612,-1.494,0,0,-3.9,0,-2.169,0,0,0,-2.208,-0.2775,0,0.8414,-0.9304,0,-0.5868,-2.068,-0.003495,0,0,0,0,0,0,0,-2.98,0,-1.13,-5.333
-0.6479,0,-6.345,0,0,-3.897,0,-2.89,0,0,0.3316,-3.677,0,0,-0.838,0.4647,0,-0.2581,-2.04,0,0.6386,0,0,0,-1.062,0,-0.494,-2.67,0,-0.4303,-2.705
0,0,-1.309,0,0,0,-4.882,-2.139,2.917,0,0,-2.846,0,0,-5.216,0.863,0,0,-1.499,0,-4.462,0,0,0,0,0,-1.182,-2.858,0,-0.1176,-0.8071
0,-0.2338,-1.804,0,0,0,-2.173,-0.8984,2.416,0,0,-5.86,0,0,-2.823,0.591,0,0,-1.56,0,-3.544,0,0,0,0,0,-1.689,-5.113,0,0,0
0,-1.133,-4.62,0,0,0,0,0.2755,2.304,0,0,-4.094,-2.368,0,-8.074,0,0,0,-1.572,-1.696,0,0,0,0,-1.091,0,-1.062,-2.465,0,-1.138,0
0,-0.434,-0.9714,0,0,0,-1.914,-0.5571,3.256,0,-3.11,-3.491,-0.2672,0,-1.965,0,0,0,-0.8134,-1.518,0,0,0,0,0,0.821,-1.679,-4.531,0,0,-4.844
-0.4146,0,-5.457,0,0.9553,-1.816,-0.4162,0,1.962,0,-3.86,-5.154,-1.345,0.1395,-1.599,0,0,0,-0.4967,0,0,0,0,0,0,0.5531,-0.7698,-2,0,-0.7538,-2.89
0,0.9126,-2.874,0,-2.961,-2.072,-0.6436,-1.13,2.437,0,-4.959,-3.224,0.1713,0,-3.744,0,0,0,-0.2959,-1.152,0,0,0,-2.919,0,-0.7547,1.717,-2.323,0,0.5268,-0.1251
-1.372,0.2602,-5.038,0,0,-7.941,0,-3.415,0,0,-4.23,0,-0.8859,0,-4.937,0,0,0,-2.626,-1.002,0,-3.905,0,-0.9123,0,0.383,0.2214,-7.607,0,1.257,-4.077
-5.126,0,-0.918,0,0,0,-1.863,-0.7961,0,0,-0.6335,0,-2.152,0,-3.506,0,0,-0.245,-1.463,-0.7921,0,-1.91,0,0,0,0,0,-3.473,0,0.496,-2.481
0,0,-2.406,0,0,0,0,-1.931,0,1.642,0,-4.295,-4.284,0,-3.23,0,0,-1.133,-2.525,-0.2337,0,-0.6062,-0.3164,0,-1.196,-4.444,0,-2.787,0,-0.3638,-3.436
0,0,-0.2799,0,0,0,0.7073,-0.9816,0,0.3223,0,-3.026,0,0,-1.96,0,0,0.3147,-1.812,-2,0,-1.465,2.577,0,0,-0.5362,0,-6.363,0,0,-2.003
-3.009,0,-1.011,0,0,0,-4.819,0,-0.02061,0,0,-2.7,0,0,0,0,-0.9015,0,-1.516,-1.062,0,0,-0.02619,0,0,0.319,0,-1.028,0,0,0
0,0,-4.59,0,0.4103,-1.751,-0.8618,0,0,0,-4.383,-4.59,0,0,0,0,0.6164,0,-1.88,-1.933,0,-2.589,0,-0.9955,-0.139,0,0,-6.296,0.3825,0,-2.602
-4.602,0,-5.816,0,0,-4.574,-3.308,-1.456,0,0,0,0,0,0,-0.6199,0.1854,-0.9547,0,-1.147,-2.404,0,-3.782,0,0,-2.441,0,0,-3.529,1.048,0,0
-0.8248,0,-3.206,0,0,0,-1.271,-1.097,1.433,0,0.4133,0,0,0,-2.202,0.8631,0,0,-1.999,-1.462,0,0,0,-0.8259,0,0.01264,0,-7.487,0.4813,-1.643,0
0,0,-2.557,0,0,0,-4.23,-1.004,2.084,1.407,-3.141,0,0,0,0,0,0,0,-0.7498,-1.445,0,-1.604,0,-2.662,0,0,0,-2.05,1.3,0,-0.1703
