beta0,beta1,y_p
213.5,-3.808,128.2
215.5,-3.217,177.9
227,-3.288,219.5
222.7,-3.673,136.1
221.4,-3.074,151
222.7,-3.613,159.5
211.7,-2.94,130.8
227.8,-3.619,151.1
223.4,-3.477,177.8
222.4,-2.417,128.9
222.1,-3.061,138.7
216.2,-4.422,137.2
219.7,-3.539,138.3
223.2,-2.742,170.2
213,-2.895,126.7
229,-3.707,159.5
216.7,-3.295,174.4
227.7,-3.603,89.21
225.1,-2.81,239
222.7,-3.21,134.1
214.8,-3.369,180.3
220.9,-3.437,131.1
221.5,-2.775,162.8
223,-3.299,121.9
216.4,-3.423,143.4
214.4,-3.577,171.1
213.8,-4.517,141.3
216.9,-4.026,124.2
221.4,-2.727,176.4
223.6,-3.596,179.7
217.6,-3.28,183.3
227.2,-2.75,202.1
216.5,-3.781,120.7
218,-3.667,124.5
219.9,-3.224,131.2
222.1,-3.656,205.7
234,-3.244,132.5
219.7,-2.803,158.5
220,-2.741,167.9
223.4,-3.56,134.4
216.9,-2.747,210.4
218.6,-3.33,162.6
215.8,-3.01,37.66
224.2,-4.028,186.3
225,-3.47,150.4
221.2,-3.538,134.2
222.5,-3.2,137.5
232,-3.607,166.2
224.1,-2.723,170.2
219.9,-2.866,149.6
220.2,-4.061,136.9
223.7,-3.555,148
210.2,-3.36,128.5
218.8,-3.167,189.9
214.5,-3.3,184.6
207.5,-2.445,131.3
216.6,-3.381,127.6
217.5,-3.202,141.3
231.9,-3.534,180.9
223.8,-3.782,86.63
211.4,-3.118,186.7
220.3,-3.945,151
225,-3.275,187.2
211,-2.847,157.4
216.9,-2.692,155
224.1,-2.938,162
222.7,-2.848,131.1
217.1,-4.005,165
222.2,-2.917,161.4
215.1,-4.21,132.6
212.5,-3.423,130.2
225.3,-3.755,92.18
225.5,-4.026,124.8
218,-3.209,121.4
218.9,-2.85,186.8
220,-3.303,181.6
215.6,-2.991,174
221.8,-3.478,161.7
223.3,-2.943,127.1
213.7,-2.785,152.1
223.4,-2.441,182.4
214.5,-4.179,115.5
226.7,-3.06,230.3
219.6,-3.798,125.2
216.3,-3.091,127.5
224.5,-2.796,230.1
218,-3.304,157.7
225.1,-2.823,135.4
216.7,-2.455,173.1
228.3,-3.851,123.6
224.6,-3.741,141.2
220.5,-3.023,232.3
220.6,-3.094,211
214.6,-3.257,119.3
223.2,-3.636,164.3
224.8,-3.075,146.5
217.3,-3.503,168.2
216.8,-3.481,120.6
217.3,-3.246,152.3
215.6,-3.527,104.9
216.2,-2.944,182.8
215.2,-3.389,126.7
226,-2.775,190.2
227.2,-3.04,129.8
223,-3.791,150.9
226.8,-3.443,180.2
215.1,-3.068,124.5
221.3,-2.502,151.4
225.1,-4.068,185.4
223.7,-2.777,115.8
225.5,-3.015,167.9
224.2,-3.479,176
220.2,-3.344,93.6
215.9,-3.039,153.1
216.1,-4.368,113.7
217.8,-3.367,150.3
229.6,-2.543,152.7
228.5,-3.438,147.5
207.1,-2.317,155.6
228.2,-3.022,128.2
219.9,-2.869,195.4
219.9,-3.416,128.1
213.5,-3.373,144.2
219,-4.797,64.61
222.8,-3.893,136.7
219.5,-3.263,151.7
220.9,-2.893,175.1
221.5,-2.258,224.4
222.3,-4.167,183.7
208.8,-3.593,76.46
214,-3.803,94.6
219.7,-3.142,172.7
214.3,-3.01,190
220.7,-2.977,163
219.1,-3.081,152.9
221,-3.396,129.3
226.8,-3.71,159.2
221.3,-3.657,167
223.6,-2.92,199.4
229.6,-3.21,149
213.6,-3.601,141.3
226,-3.398,136.2
216.7,-4.143,201.7
217.3,-2.815,184.1
222.4,-2.764,87.17
225.7,-2.759,210.2
212.1,-4.373,119.2
215.3,-3.292,118.8
220.2,-3.326,138
217.8,-2.29,130.2
231.3,-3.268,167.4
220.9,-3.685,184.9
221.1,-2.593,188.2
220.1,-4.342,151.2
225.6,-2.907,148.7
214.7,-3.408,177.7
223.4,-4.022,142.4
224.5,-3.574,76.67
217.8,-3.155,139.9
230,-2.652,225.5
223.2,-3.41,171.6
223.8,-2.929,167
216.1,-3.404,126.6
213.9,-3.214,124.7
224.3,-3.736,160.4
210.4,-3.184,117.4
221.7,-3.638,118.3
216.2,-2.149,168.2
214.8,-4.358,146.3
221.4,-3.583,143.1
215.9,-3.367,180.1
211.7,-3.716,115
221.1,-2.461,119.8
219,-3.066,182.6
224.5,-3.765,162.6
221.6,-3.694,193.7
219.9,-3.041,144.2
214,-3.304,170.3
225,-2.906,175.4
214.6,-3.038,187.2
218.1,-3.406,134.3
219.6,-1.502,144.6
222.3,-3.253,146.3
225.8,-2.917,168.5
226.6,-3.286,160.8
218.6,-2.655,173.8
217,-3.165,174.8
222.7,-3.218,177.4
221.6,-3.132,147.5
217.2,-3.849,143.6
224.8,-2.902,191.6
221.6,-1.502,181.2
219,-3.834,123.3
217.6,-3.135,157.5
222.9,-3.419,108.6
223.4,-2.4,243
219.7,-3.549,121.2
215.3,-3.378,154.3
222.8,-3.755,109.7
213.3,-4.399,103
221.2,-3.428,116.8
227.4,-3.288,137.4
224.8,-3.214,135.9
234.5,-3.332,174.6
219,-2.955,125.1
223.3,-3.576,157.5
210.6,-2.763,164.9
208.2,-2.465,123.9
217.7,-2.405,152.7
226.5,-2.538,210.3
216.9,-2.893,165.5
218.6,-2.808,139.7
221.9,-2,186.4
220.3,-3.258,157.9
214.9,-3.404,219.9
230.4,-4.11,158.1
223.1,-2.995,194.3
216.3,-3.516,126.5
223.8,-3.357,174.2
219.8,-2.59,219.4
220.9,-2.929,130.8
218.1,-3.077,131.4
218.1,-4.214,145.3
216.6,-2.135,122.1
214.6,-2.372,159.4
223.6,-2.08,153.2
221.8,-3.284,140.9
215.6,-3.675,104.3
225.4,-3.999,149.9
227.6,-2.716,184.7
223.3,-3.308,169.3
227,-3.244,155.1
219.4,-3.415,145.3
216.2,-2.695,147.5
227,-3.096,126.8
211.4,-4.234,137.2
225.4,-3.538,179.1
212.5,-2.931,199.1
222.7,-3.156,156.7
222.3,-3.174,187.3
219.9,-3.691,154.6
218.5,-4.069,138.5
230.4,-2.682,242
221.5,-3.416,120.6
226.2,-2.973,181.6
217.5,-3.408,207.8
211.3,-3.589,201.2
212.5,-3.446,144.4
215.9,-3.46,174
225.9,-3.774,187
220.3,-3.586,180.2
222.5,-3.38,139.3
222.2,-3.925,119.8
213.1,-2.4,187.4
225.6,-3.83,116.1
217.8,-2.759,108.6
229.1,-3.931,131.6
219.3,-3.137,176.8
219.3,-2.954,171.6
221,-3.763,172.1
214.1,-2.837,185.2
209.7,-3.515,156.6
218.8,-3.135,153.8
227.4,-3.515,125.9
222.1,-2.974,163.6
222,-2.763,176.6
219.5,-2.1,265.3
222.5,-2.574,179.1
221.1,-2.536,164.3
224.9,-4.121,154.3
216.2,-2.07,204.8
218.5,-3.24,232.9
216.1,-3.5,118.4
219.5,-3.834,166.8
217.7,-3.391,190.5
220.1,-3.2,148.3
223.1,-3.225,91.56
212.6,-2.934,117.6
220.4,-3.133,145.3
229.3,-3.219,167.1
220.8,-3.883,129.6
222.5,-3.941,117
222.9,-3.854,164.7
227,-2.715,133.5
215.9,-3.985,98.91
218.9,-3.378,167.5
222,-3.76,167.3
221.9,-3.824,160.5
227,-3.422,158.7
218,-3.726,129
226,-3.602,194.7
214.8,-3.776,204.5
218.2,-3.129,157.8
219.3,-3.714,142.1
217,-2.933,86.65
222.5,-2.799,166.1
214,-3.065,139.4
216.9,-2.897,166.3
228.1,-3.661,126.6
224.3,-3.591,132.2
225.7,-2.818,163.3
225,-2.82,186.6
221.7,-3.245,174.2
235.1,-3.822,155.9
216.7,-2.487,166.3
217,-2.929,145.8
223.8,-3.09,154.4
212.4,-4.427,139.6
214.8,-3.856,169.2
222.7,-2.687,169.7
231,-3.254,132.9
223.7,-2.786,149.9
220.3,-3.848,120.9
224.2,-4.815,166.6
221.7,-3.807,184.5
220.4,-3.061,147.1
213.4,-3.44,129.8
229.4,-3.69,143.1
219.2,-3.283,146.2
215.2,-3.064,176.1
232.7,-1.994,138.3
217.2,-2.745,149
223.1,-2.94,159.8
224,-4.281,119.9
218.9,-3.631,150.2
213.6,-2.651,168.5
219.3,-3.51,198.9
217.2,-3.281,145.6
221.4,-3.622,152
225.3,-3.921,139.2
221.6,-3.437,155.1
217.2,-3.445,199.5
221,-3.666,115.4
224.1,-3.283,122.5
229.1,-2.308,221.2
222.2,-3.693,200.3
230.8,-3.113,192.4
213.6,-3.302,92.69
212.1,-2.555,93.45
219.3,-4.448,127
220.4,-3.534,126.5
221.2,-3.178,148.2
218,-2.87,139.6
212,-3.164,124.8
217.5,-2.622,165.1
226.3,-3.666,154.5
226.5,-4.213,129.4
226,-3.468,163.8
225.7,-2.347,124.7
216.7,-2.502,219.2
220.1,-3.173,169.1
214.6,-3.709,109.1
220.4,-2.821,156.2
218.6,-3.893,107.5
223.2,-2.707,207.1
224.2,-3.098,152.1
221.7,-4.094,95.72
229.2,-3.747,150.8
218.7,-3.627,103.8
228.1,-3.331,150.1
220.3,-2.118,215.6
216.6,-2.696,201
210,-3.939,111.5
226.6,-2.006,182.9
217.7,-3.245,184.1
222.6,-3.574,187.8
220.4,-2.566,106
220.6,-2.959,176
220.5,-3.569,155.3
217.1,-4.064,97.8
210.6,-3.746,115.4
209.4,-3.641,179.9
218,-3.387,128.4
217.4,-3.887,122.3
215.9,-4.741,148.6
216.8,-4.301,107.4
217.8,-3.729,163.2
223,-3.329,168.6
222.9,-3.72,143.9
230.1,-2.079,148.7
218.5,-2.808,207.4
230.1,-2.869,155.6
215.8,-3.249,133.8
216.2,-2.98,116.9
221.6,-3.227,167.2
224.3,-2.817,193.4
220.1,-3.677,158.9
212.7,-3.148,225.6
223.9,-2.871,166.2
227.7,-2.589,218.2
214.6,-2.67,240.3
212.3,-3.447,139.9
223.2,-2.556,185.8
220.3,-3.829,206.8
220.8,-3.652,160.7
225.7,-2.878,184.1
222.3,-3.498,200.2
225,-3.163,131.1
218,-3.527,147.9
221.2,-3.598,169.1
213.7,-3.778,150.3
212.2,-2.518,225.4
218,-3.791,108.9
216.1,-3.279,170.3
223.6,-2.843,207.5
215.4,-3.989,159.7
221.6,-2.563,229.5
224.5,-3.648,111.9
216.4,-3.257,167.7
221.3,-3.75,136.5
220.3,-2.727,128.6
214,-3.52,145.8
214.8,-2.406,204.8
220.6,-2.64,150.1
225.7,-3.295,141.4
219.2,-3.786,150.6
216.1,-2.641,105.8
228,-2.581,192.3
214.7,-3.251,142.2
219.2,-3.34,127.7
223.1,-3.434,145.8
215.7,-2.645,155.3
225,-3.507,183.4
228.5,-2.776,204.1
224,-3.6,183.1
217.2,-3.307,158.3
230.1,-2.912,169.7
219.8,-3.193,147.2
213.5,-3.486,75.22
221.9,-3.869,173.6
220.9,-3.128,169.2
222.9,-3.019,132.3
214.3,-3.337,180.5
226.1,-4.072,165.9
231.6,-1.814,139.7
224,-3.085,167.8
214,-4.213,142.1
219.3,-3.616,179.2
212.1,-3.319,178.4
223.7,-2.881,167.2
216,-2.563,157.2
226.9,-3.6,159.1
215.4,-2.792,176.3
221.7,-2.994,177.5
224.3,-3.134,162.4
220.6,-3.157,161.7
216.2,-3.4,136.4
222.7,-3.346,170.2
211.7,-2.919,149.8
210.7,-3.662,42.09
208.6,-3.346,198.3
226.6,-3.421,152
210.8,-3.4,203.9
216.3,-3.768,128.6
217.9,-3.139,135.4
225,-3.264,162.1
226.2,-3.743,148.5
217,-2.888,128.7
223,-3.184,182.7
218.5,-3.754,188.6
216.9,-3.515,128.3
220.9,-3.216,171.2
218.6,-3.012,133.7
217.2,-2.78,117.4
208.7,-3.315,143.3
222,-3.018,92.16
221,-3.81,139.5
221.8,-2.389,179.7
216.5,-3.526,138.2
217,-2.716,151.1
226.9,-3.005,183.6
223.5,-3.116,144.2
213.1,-3.211,102.1
221.6,-2.476,219.8
226,-2.363,102.5
217.9,-3.693,135.3
213.6,-3.614,169.2
217.4,-3.013,191.2
219.3,-3.214,177.4
212.7,-3.378,148.4
209.8,-3.111,133.7
214.7,-3.127,168.5
217.9,-3.654,89.67
218.4,-3.269,147.1
221.3,-2.887,166.2
214.4,-3.767,117.8
225.5,-2.404,207.4
223.1,-3.378,169.9
221.4,-3.71,184
223.4,-3.493,166.1
210.6,-3.616,101.7
232.7,-3.858,189.5
229.6,-3.607,149.1
224,-3.73,110.7
220.5,-3.51,204
216,-2.552,140.8
215.1,-1.854,177
226.3,-3.748,163.7
215.2,-2.807,142.8
217.2,-4.185,97.76
212.5,-2.611,145.8
218,-3.163,165.7
221.6,-3.015,169.9
226.2,-3.711,94.98
223.4,-2.916,208.5
216.1,-3.145,157.2
208.3,-3.161,169
218.3,-3.412,142.8
219.1,-1.954,117.5
226.4,-3.079,190.4
215.6,-3.998,194.1
230.5,-3.142,133.9
238,-2.504,166
225.6,-3.208,196.2
224.2,-2.806,142.6
222.9,-4.076,164.7
219.4,-3.787,85.47
225.9,-3.612,179.7
220.6,-3.688,143
213.4,-3.702,179.4
227.7,-3.714,147.5
221.5,-3.302,159.8
218.7,-3.398,203.1
224.6,-3.142,182.9
225.6,-3.485,235.9
227,-2.598,186.4
218.1,-2.913,119.4
220.4,-3.57,114.8
223.9,-3.716,135.7
216.7,-2.882,132.7
215.5,-4.212,131.6
209.2,-3.39,137.5
218.4,-3.161,156.1
218.7,-2.584,208.3
224,-4.132,143.3
232.3,-2.986,133
214.7,-3.312,113.6
223.2,-1.743,218.2
213.4,-3.428,143.9
221.3,-3.696,128.4
222.3,-3.107,114.6
219,-3.066,155.8
212,-3.948,161.7
222.3,-2.454,155.8
214.5,-3.615,117.4
223.4,-3.744,139.3
224.2,-3.403,156.5
220.8,-2.855,176.6
234.9,-3.295,189.4
220.9,-2.929,158.9
223.4,-3.733,144.5
219.4,-3.016,187.8
222.6,-3.592,191.7
223.3,-3.354,201.2
215.2,-3.999,120.7
229.2,-3.625,125.2
215.6,-3.054,101
217.9,-2.649,136.6
214.6,-3.89,160.2
207.7,-3.829,132.2
216.7,-3.16,160.5
213.8,-3.442,128.2
224.2,-2.926,133
211.1,-2.783,182.9
219.7,-3.664,149.4
218,-3.22,152.5
220.6,-4.408,100.6
227.7,-2.867,141
219.5,-3.746,134.5
227.1,-2.458,178
214.3,-2.816,158.3
214.7,-3.626,106.1
226.7,-3.982,164.4
221,-3.161,137.3
228.8,-2.685,208.7
216.5,-3.087,152.2
220.5,-3.465,151.4
223.5,-3.929,122.3
219.6,-3.407,186.4
221.9,-3.679,234.7
210.8,-3.309,142.9
225.4,-3.53,160.9
223.6,-3.378,150.1
224.8,-3.065,130.4
217.9,-4.222,168.7
217.2,-3.022,205.8
224.6,-3.544,142.7
225.6,-2.624,201.6
221.4,-2.951,203
227.1,-3.627,163.7
220.4,-3.711,182.1
219.2,-3.786,136.8
226.4,-3.723,142.9
216.1,-3.528,116.6
223.6,-3.377,126.9
223,-3.764,130.1
217.7,-2.51,141.2
220.1,-3.644,144.1
223.2,-3.868,217.7
224.7,-3.463,177.6
221.2,-3.085,194.7
223,-3.757,116.2
223.4,-3.694,162.6
219.6,-2.141,189.8
220.1,-4.032,159.3
228,-3.707,138.8
219.8,-2.755,193.9
204.3,-3.739,120.6
218.5,-3.83,93.25
223.8,-4.083,148.7
213.8,-4.238,137.8
227.2,-3.007,137
226.7,-2.873,186.4
215.3,-3.466,117.2
217.6,-3.121,154.5
213.5,-3.241,233.6
220.2,-3.844,203.3
224.9,-2.734,171.9
220.1,-3.628,115
215.4,-3.494,154
217.3,-2.848,181.2
231.1,-3.776,107.1
222.1,-2.851,124.2
216.5,-3.546,162.6
211.6,-3.774,131.9
218,-2.766,171.2
222.7,-3.58,120.7
222.4,-2.721,137.4
212.2,-3.459,202
226.6,-2.806,91.42
229,-3.026,147.2
218.8,-3.451,167.1
218.8,-3.107,182.2
227.6,-3.69,143.8
216.7,-4.638,178.9
223.8,-2.835,159.1
222.7,-2.556,181
216,-3.301,197.1
224.3,-3.677,205.6
228,-2.3,196.2
221.9,-2.641,185.5
223.9,-3.85,158.3
219.2,-2.769,152.5
224.5,-3.471,148.8
218.7,-2.994,195.2
219.4,-2.794,178.2
225.6,-3.389,199
225.2,-3.052,177.5
218.5,-2.851,213.5
225.1,-3.284,147
226,-3.391,155.3
222.7,-3.734,175.8
216.1,-2.479,138.7
226.2,-1.842,185.2
225.5,-2.716,192.7
217.9,-3.177,155.6
224.9,-3.018,199.4
232.5,-3.931,143.7
211.6,-3.043,215
232.2,-3.487,135.9
209.5,-3.807,83.33
220,-3.709,164.2
215.9,-2.913,164
220.2,-3.25,115.3
221.7,-3,137.6
231.6,-2.192,230.4
213.2,-3.056,124.6
220.6,-3.637,160.3
220.6,-2.423,143.8
227.8,-2.791,159.4
225.4,-2.803,165.5
226.5,-4.012,154.1
216.1,-4.031,158.8
221.3,-4.045,176.8
218.8,-3.961,107.4
214.2,-3.664,153
220.6,-3.729,163.2
218.6,-2.921,145.7
222.2,-3.309,176.5
228.5,-3.302,170.4
215.2,-3.276,179.1
213.5,-3.045,175.5
224.2,-2.641,193.1
219,-3.014,118.4
224.3,-2.801,124
227.9,-3.008,199
206.8,-3.436,122.7
223.1,-3.974,116.1
215.3,-2.149,163.5
216.9,-3.919,149.7
218.2,-3.574,139.3
221.6,-2.832,181.3
225.4,-3.596,171.3
227.1,-2.517,213.3
223.2,-3.131,164
212.2,-3.47,177
227.4,-4.411,139.5
221.7,-2.974,172.2
220.6,-3.434,159.2
216.7,-2.806,157.2
221.9,-2.738,158.6
225.3,-3.398,146.8
218,-3.706,219.8
205.8,-2.048,178.6
209.5,-2.766,122.6
221.5,-2.762,173.9
223.3,-3.839,174
223.6,-3.631,96.38
231.9,-2.922,161.5
216.9,-3.873,160.7
225.7,-2.787,146.7
218,-2.835,172.7
215.8,-3.978,203.2
213.2,-3.025,110.6
216.3,-2.913,147.2
221.2,-2.935,153.7
219.9,-3.527,165.3
225.8,-2.157,177.1
214.5,-3.27,132.5
219.9,-3.57,181
230.1,-3.292,192.9
227.6,-3.746,149.3
216.1,-3.877,54.56
216.2,-3.155,126
211.7,-3.212,184.1
222.4,-2.879,180.8
221.5,-2.675,133.5
222.7,-3.676,226
214.9,-4.095,134.5
228.7,-2.984,107.1
233.2,-3.935,128
217.1,-2.512,164.6
230.1,-3.171,113.8
223.1,-2.789,107.7
219.4,-3.176,210
230.4,-3.24,150.9
219.3,-3.678,190.2
225.6,-3.734,189
217.9,-2.978,143.1
224.5,-3.474,228.1
218.6,-3.17,148.6
214.9,-3.611,131.9
221.9,-2.699,137
219.3,-2.721,111.2
219.7,-3.378,115
222.4,-3.05,157.5
236.6,-2.92,168.5
216.4,-2.622,265
232.2,-3.387,176.1
220.6,-3.221,174.5
217.4,-3.698,156.9
225.8,-3.254,124.5
220.5,-2.683,134.4
225.3,-3.554,183.2
224.7,-3.802,116.9
224.4,-3.377,155.3
221.3,-3.052,140.5
228,-2.941,196.6
220.9,-2.863,198.6
222,-3.614,174
214.6,-3.66,163.1
232.4,-3.517,156.7
206,-3.001,176.3
212.5,-1.808,141.5
225.9,-4.041,133.4
226.2,-2.834,179.3
228,-3.255,153.4
212.9,-2.9,169.7
221.5,-2.941,156.9
215.6,-3.341,195.7
222.1,-3.362,228.9
214.3,-3.545,127.8
215.1,-3.219,153.7
225.3,-3.731,155.4
214.2,-3.365,158.4
215.5,-2.629,206.1
223.8,-3.463,138.8
216.8,-2.948,194.6
216.1,-3.662,122.7
215.7,-3.96,133.7
221.2,-3.495,132.7
223,-3.741,136.4
231.7,-4.038,201.4
227.7,-2.48,204.6
220.9,-3.143,171.8
217.5,-2.799,128.1
221.6,-3.187,147.4
219.8,-3.366,136.5
220.2,-3.999,140.8
216.8,-3.028,117
230.3,-3.998,149.4
224.6,-2.793,151.3
219.6,-2.387,216.3
216.5,-3.96,92.1
220.5,-3.535,158.7
222.8,-3.493,159
224,-3.516,166.8
212.1,-2.426,160.9
221.9,-4.006,217.5
220,-2.524,156.8
224.5,-3.339,134.4
218.3,-2.771,149.9
218.8,-2.854,168.5
227.7,-3.989,150.5
227.9,-3.503,118.4
220,-2.769,189.8
225.6,-2.671,194.7
218.2,-3.433,163.5
225.7,-3.101,161.9
222.4,-3.45,169.1
221.3,-2.627,186.1
217.8,-3.549,131.8
215.3,-2.534,140.4
216.1,-3.579,162.5
209.7,-3.027,234.6
222.6,-3.333,151.1
219.5,-3.566,205.1
216,-2.405,189.6
218.3,-3.33,211.6
225.6,-3.116,227.7
220.7,-2.917,111.3
234.2,-2.877,122.5
220.4,-2.928,133.6
217.6,-3.894,148.1
226.5,-3.658,146.6
211.8,-3.05,127.1
222.1,-2.244,176.3
219,-3.66,190.1
223,-2.826,168.5
220.7,-3.019,180.4
220.6,-3.374,167.2
219.9,-3.823,66.15
217.9,-3.48,165.1
218.8,-2.835,179.7
215.9,-3.701,146.3
230.1,-3.275,165.4
228.8,-2.752,137.4
209.6,-3.396,152.6
219.1,-3.633,148.7
222.8,-3.576,136.3
222.5,-3.124,167.7
218.1,-3.2,196.4
215.7,-1.907,146.6
218.4,-3.415,150.7
216.6,-2.699,201.9
220.3,-2.398,156.5
220.9,-2.306,192.4
219.6,-2.555,151.6
212.9,-2.699,161.8
213.2,-3.666,167.4
219.8,-3.549,206.7
227.7,-2.297,158.4
224.8,-3.33,178.5
218.9,-3.593,180.8
227.5,-3.477,154.4
220.9,-3.117,132
217.7,-2.235,176.8
220.1,-4.399,150.9
230.4,-2.566,209.9
213,-2.768,151.1
212.9,-3.833,183.8
214.7,-3.66,186.3
217.6,-2.068,161.7
214.9,-2.558,125.1
219.4,-2.923,166.2
239.4,-3.394,166.6
219.7,-3.431,115.9
221.3,-3.02,146.7
217.2,-3.571,178.1
217.9,-3.321,163.3
226.9,-2.986,144.3
221.7,-3.309,174.4
229.6,-2.289,218.1
224.2,-3.143,181.9
217.9,-3.742,143.3
218.6,-3.267,157.8
217.7,-3.383,105.5
222.5,-2.616,179.6
228.6,-3.072,206.1
208.3,-3.688,134.4
227,-3.338,143.5
218.4,-2.771,177.6
215.7,-3.408,212.5
222.9,-3.313,147.7
213,-4.052,131.5
222,-3.68,162.1
217.4,-4.398,116.3
212.7,-2.431,181.4
221.2,-3.198,144.3
223.4,-3.892,185.8
227,-2.331,220.3
223.5,-2.749,190.3
223.2,-3.099,120.8
211.6,-3.145,103.9
225.2,-3.144,191.1
224.5,-3.743,132.1
225.3,-2.866,167.9
216.1,-3.455,136.3
224.4,-2.902,239.7
212.7,-3.231,150
224.3,-3.71,119
226.2,-3.558,125.6
227.3,-3.328,96.55
224.4,-3.42,141.9
223.2,-3.945,125.2
228.7,-3.528,185
221.8,-3.521,180.7
221.5,-3.274,131.6
223.7,-2.779,103
216.8,-3.871,118.1
225.4,-3.405,157.4
228.1,-2.745,229.8
213.4,-2.716,215.3
226.1,-3.447,151
218.4,-3.192,204.6
222.1,-3.011,157.2
221.6,-3.779,127.8
222.9,-3.319,130.4
220.5,-2.994,92.45
217.2,-3.389,157.2
221.4,-2.885,167.7
220.2,-3.694,141.3
224.4,-3.061,92.57
223.4,-3.363,147.9
225.5,-2.633,130.8
221.1,-3.149,101.9
221,-3.595,168.3
217.8,-4.026,137.2
218.6,-3.372,205.8
219.4,-3.638,156.1
212.8,-3.16,153.6
228,-3.82,167.2
217.1,-4.413,129
223.2,-3.087,207.8
228.8,-2.892,198.2
229.9,-2.533,203
211.3,-3.943,146.6
226.7,-3.003,189.3
231.1,-2.905,126
222,-3.737,125.4
217.2,-3.169,211.8
224.3,-2.791,123.4
220.6,-3.164,210.3
218.9,-2.93,173.5
222,-2.631,177.8
215.7,-2.715,189.6
212.7,-2.804,231.5
218.6,-2.776,201
228.1,-2.341,188.6
224.7,-3.326,160.7
212,-4.514,81.15
214.3,-1.509,217.5
221.5,-3.444,148.6
227.3,-4.079,147.8
217.1,-4.145,158.4
215.3,-3.191,122.2
217.7,-2.869,214.7
226.1,-3.023,203.8
219.6,-3.017,193.9
225.7,-3.378,173.6
217,-2.925,135.6
226.6,-3.695,194.6
223,-3.494,165.5
225.2,-3.353,113.7
229.7,-3.176,186.6
220.4,-2.904,153.9
220.2,-3.954,161.9
228.9,-2.935,162.5
219.9,-2.952,145.5
219.1,-3.025,105.9
213.8,-3.482,143.4
215.5,-3.669,229.3
228.9,-3.7,136.6
221.3,-3.306,160.7
221.5,-3.376,147
212.9,-3.142,151.1
225.3,-3.134,203.3
220.3,-3.711,185.2
216.5,-4.147,129.4
222.8,-3.849,140.7
215.8,-3.33,110.9
217.4,-2.806,183.3
218.3,-2.55,209.5
215.5,-3.815,155.5
215.8,-3.38,113.3
225.1,-3.764,169.1
218.3,-3.71,138.2
224.7,-3.445,136.1
225.9,-3.178,201.1
226,-5.25,135.2
216.4,-3.602,209.3
226.4,-3.579,185.4
216,-3.739,160.5
217,-3.331,173.2
217.6,-2.965,156
223.9,-2.749,172.4
221.7,-3.304,154.9
226.2,-3.841,149.4
221,-3.892,47.04
223.8,-3.416,108.2
217.4,-3.824,149.6
232.1,-2.885,208.1
229.7,-3.598,135
224.4,-3.978,115
201.2,-3.962,92.18
221.3,-2.859,136
214.9,-3.485,132.4
223.1,-3.735,181.6
224.9,-4.143,140.4
212.9,-2.89,171.3
222,-4.837,143.1
226.3,-3.041,131.7
221.2,-3.489,142.9
227.4,-3.678,191.4
227.3,-3.589,142.4
216.2,-4.178,189.1
221.3,-2.934,161.5
219.6,-3.356,122.3
218.5,-3.925,103.9
223.9,-3.495,173.7
227.6,-2.986,121.4
220.8,-3.693,109.7
225.2,-3.494,137.1
223.1,-3.446,162.4
215.5,-3.8,130.8
216.6,-4.003,208
218.4,-2.803,181.5
226.7,-3.659,194.7
226.2,-4.092,123.1
216.7,-2.883,124.4
221.5,-3.929,100.3
219.7,-2.737,148
227.6,-3.589,126.7
226.8,-3.821,139.4
219.9,-3.266,132.4
224.6,-3.268,152
216.7,-2.454,166.6
221.8,-3.638,180.4
225.9,-3.982,142.6
226.6,-3.354,223.7
223,-3.464,157.7
220.6,-3.133,133.6
208.1,-3.238,114.6
226.3,-3.967,116.5
225.9,-3.373,186
214.1,-2.982,224.8
213.5,-3.43,181.3
229.4,-3.101,201.1
222.4,-2.179,191.1
223.3,-3.077,211.8
224.1,-3.312,192.8
224.9,-3.705,139
228.3,-3.24,163.3
223.5,-3.342,155.8
222,-3.369,122.9
213,-3.443,134.7
215.5,-2.91,133.1
223.5,-3.25,199
226.1,-3.255,161.9
223.1,-3.777,141.6
215.9,-2.521,201.6
223.4,-3.339,128
215,-3.297,211.5
205.7,-3.607,114.1
224.8,-3.144,159.4
218.8,-2.226,156.7
219.1,-2.858,157.8
222.2,-3.763,162.8
220.9,-3.593,50.59
210.7,-2.231,153.6
211.5,-3.959,111.8
222.9,-2.854,179.7
225.7,-4.271,197.4
211.8,-2.517,247.2
217.9,-2.932,150
223.6,-3.609,148.7
224.1,-4.548,145.7
223,-2.877,167.7
221.3,-3.956,161.3
217.6,-3.376,131.9
224.4,-3.538,160
223.8,-3.032,115.3
225.9,-3.015,189.9
224.7,-3.52,171.4
213.3,-3.994,107.6
218.5,-3.162,178.2
220.3,-3.198,101
221,-3.345,186.9
218.9,-2.952,119
231.5,-2.77,160.2
215,-3.157,113.2
217.5,-2.966,163.9
219.8,-3.251,156.1
224.1,-2.836,178.3
228.3,-3.773,115.8
214.4,-2.539,210.1
224.5,-2.452,184.9
222.2,-3.003,193.6
209.9,-3.603,152.7
219.9,-2.907,217.8
225.3,-3.588,160.5
221.4,-3.208,203.2
226,-3.738,108.4
220.1,-3.028,160.6
221.6,-3.268,216
218.6,-3.646,123.7
223.6,-3.168,142.2
226.4,-2.189,164
218.8,-1.978,213.8
220.5,-3.463,106.6
