beta0,beta1,yp
222.3,-3,160.1
214.6,-3.034,227
209.9,-2.862,200.1
215.7,-2.7,219.4
221.4,-3.686,164.6
222.5,-3.737,176.6
216.4,-2.278,159.2
220.5,-3.453,112.8
222.1,-2.849,190.2
228.1,-2.922,190
225.4,-3.342,186.6
207.9,-3.915,108.6
220.7,-3.913,125.2
219,-3.361,164.2
218.4,-3.082,197.1
225.9,-3.226,228.2
223.8,-3.682,184.4
216.2,-3.786,81.54
229.1,-2.994,160.5
221.5,-3.339,165.2
222.4,-2.813,140.9
212.9,-3.154,190.3
216.3,-2.314,182.9
220.7,-3.061,131.2
215.8,-3.323,127.5
230.1,-3.97,147.4
227.6,-3.602,120
222,-2.941,139.2
221.9,-3.101,183.9
217.4,-3.757,163.6
227.6,-3.549,153.8
219.8,-2.725,159.3
221.7,-3.924,132.7
222.2,-3.796,150.7
230.2,-3.376,180.2
219.4,-3.774,157.8
215.7,-2.906,129.6
213.3,-3.311,102.2
213.7,-3.255,94.68
219.8,-3.166,164.9
222.2,-3.529,108.1
220,-4.088,149
218.5,-2.862,192
228.2,-3.455,183.9
218.3,-3.66,107.6
226.7,-3.79,200.5
227.9,-2.259,231.7
215.3,-2.575,187.5
219.7,-3.443,108.6
226.8,-3.233,212.2
223.7,-4.219,130.3
221.3,-2.933,220
217.3,-3.603,165.1
220.1,-3.405,141.5
230.1,-2.727,164.9
219.4,-4.121,96.88
220.3,-3.291,152.9
218.4,-3.24,144.7
222.1,-3.811,97.53
226.6,-2.918,219.6
213.4,-1.983,190.6
231.4,-3.411,146.4
220.1,-3.464,227.6
221.9,-3.508,167
221.1,-3.23,169.2
218.5,-2.949,161.7
223,-2.479,176.5
218.7,-3.626,168.8
225.9,-3.488,152.7
216.7,-3.01,152.4
218.6,-3.743,142.6
221.9,-2.991,110.6
218.9,-2.369,195.1
226.7,-2.785,204
215.6,-3.24,156.8
227.9,-2.944,170.9
223.3,-4.212,204.8
220.5,-2.82,161.6
229.7,-3.161,183.8
227.3,-3.927,176.4
215.3,-3.627,172.2
222.2,-3.308,159.1
224,-2.98,181.7
229.5,-2.906,174.6
210.3,-3.663,115.6
215.2,-3.876,74.48
220.4,-3.771,166.6
212.5,-2.888,186
222.7,-4.254,195.3
224.5,-3.919,177.7
217.4,-3.476,167.9
221.5,-3.272,135.9
224.7,-3.124,157
221.9,-3.615,156.6
226.8,-3.017,139.3
214.9,-3.244,125.8
214.2,-3.113,153
234.3,-3.122,121.3
219.5,-2.771,235.4
213.2,-3.344,126.3
221.8,-3.734,109.4
221.2,-2.96,151.1
213.5,-3.554,151.4
217.8,-4.32,197.2
215.8,-3.247,108.9
214,-4.516,109.8
214.9,-4.431,84.43
221.3,-2.799,185.7
215.3,-3.599,165.1
217.7,-3.475,145.5
217,-3.737,130.7
220.6,-3.547,159.1
217.1,-3.112,179.8
225.8,-3.916,183.3
214.7,-2.709,198.9
218.6,-3.441,147.6
217.6,-4.094,112.7
223.9,-2.241,225.2
223.2,-3.26,125.5
216,-4.09,137.4
218.8,-3.286,150.5
228.5,-3.331,187.5
213.5,-3.106,203.8
222.2,-3.207,176.6
225.6,-4.872,128.9
217.9,-3.413,142.5
221.1,-3.781,136.7
222.5,-3.832,150.6
222.8,-3.295,174.7
215.7,-3.143,143.2
229.9,-3.447,91.28
216.5,-3.781,160.8
222.7,-2.527,217.7
214.9,-4.142,158.1
221.4,-3.846,116.5
217.4,-3.771,189.7
226.5,-2.751,203.9
227.6,-3.393,131.5
227.8,-3.53,72.68
226.9,-3.597,159.6
225.1,-3.549,171.6
225.7,-4.097,95.21
223.2,-3.311,172.1
222.4,-2.973,150.7
218.5,-3.491,179
226.1,-3.009,172.9
221.4,-2.83,159.2
219.3,-3.662,101.9
223.5,-3.354,122.3
218.8,-3.857,115.7
209.7,-3.373,143.1
219.9,-3.735,165.5
226.7,-3.49,130.1
218.5,-2.791,195.1
233.7,-2.457,230
220.4,-3.349,104.8
223.5,-2.386,194.5
213.2,-3.293,99.31
228.1,-3.735,196.8
216.2,-3.199,188
224.5,-3.378,121.9
218.7,-2.336,173
219.9,-3.669,136.3
225.1,-2.479,202.2
221.8,-3.673,195.4
218.2,-3.197,144.4
229.9,-4.339,139.4
215,-2.948,175.7
215.5,-2.353,128.2
222.7,-3.232,150.2
221.7,-3.162,163.1
221.6,-3.393,137.3
217.9,-2.661,146
219.6,-3.666,141.2
222.6,-3.737,235.4
216.9,-3.59,130.2
222.5,-3.283,152.8
220.1,-2.43,207.2
224.6,-3.165,149.6
222.9,-2.754,174.2
217.6,-2.975,123.3
220.7,-3.125,115.8
221.7,-2.807,132.6
217.5,-3.883,140
226,-3.426,164.8
216.3,-3.3,189.5
228.5,-2.013,142.3
222.2,-3.268,143
220.5,-3.339,206.2
224.2,-3.897,109.1
222.1,-3.341,244.3
218.9,-3.121,163
212.3,-2.738,79.37
231.4,-2.43,207
225.1,-3.194,171
216.5,-2.928,137.1
229,-3.199,162.4
225.1,-3.477,128.8
220.6,-3.55,190.9
218.4,-3.057,156.2
223.1,-3.938,124.4
216.6,-3.028,159.1
222.8,-3.156,135.3
212.2,-4.216,118.3
218.6,-2.827,133.5
219.2,-3.316,142.8
210.6,-2.199,185.5
222.4,-4.22,133.3
212.8,-3.211,94.7
229.2,-2.938,137.7
212.5,-4.538,68.77
223.3,-3.008,140.8
217.3,-3.706,145
220.9,-3.125,195.3
226.1,-3.692,231.5
219.5,-3.123,181.7
219.6,-3.433,150
220.7,-2.883,170
221.7,-2.345,178.9
219.3,-2.795,183.2
221.5,-3.255,175.9
230,-2.704,194.9
221.3,-3.338,153.2
221.2,-3.111,143.1
209.9,-4.684,145.7
233.2,-2.599,207.3
219.6,-2.801,80.13
218.3,-3.349,197.1
219,-2.983,142.8
222.6,-3.169,162.6
223,-2.662,181.3
216.5,-3.113,157.4
219,-3.199,167.8
226.2,-3.375,172.9
224.1,-3.945,162.1
217,-2.715,174.7
214.7,-3.703,126.3
230.8,-2.915,170.7
215.8,-2.931,151.5
219.4,-3.675,125.1
217.8,-3.699,128
223,-3.39,171.7
219.7,-3.695,188.5
225.8,-3.705,195.8
219,-3.202,170.6
223.6,-2.648,178.3
234.7,-2.967,162.6
220,-3.711,156.5
221,-3.203,159.7
226.7,-2.735,198
215.6,-2.591,167.5
218.5,-3.481,183.9
217.6,-3.082,161
214.3,-3.692,204.2
226.7,-3.403,159.9
229.4,-3.137,186.7
225.5,-3.288,111
219.6,-4.589,131.1
227.7,-3.656,160.4
220.7,-3.286,115
222,-3.815,142.8
231.6,-3.536,205.2
218.5,-3.012,185
231.4,-3.039,121.3
227.1,-2.816,198.3
214.2,-3.731,141
212.1,-2.691,146.3
216.2,-3.121,99.18
211.1,-3.51,184
218.8,-2.917,120.1
216.2,-3.377,148.4
212.5,-2.953,146.9
231.8,-3.799,176.7
219,-2.549,155.5
233,-2.909,136.6
210.1,-3.476,141.5
226.2,-2.685,188.4
226,-2.721,225.1
219.6,-2.691,212.2
217.9,-3.973,101.3
222.8,-3.492,78.76
222.9,-4.412,130.6
218.9,-3.053,183.9
220.9,-2.852,185.8
217,-2.456,178.5
216.1,-2.741,146.2
222.6,-3.129,171.6
215.8,-2.809,171.3
221,-3.655,162.7
226.7,-2.97,158.1
223.3,-2.775,146.1
221.4,-2.828,128.8
223.5,-3.591,149.2
222.1,-3.331,155.5
222.9,-3.475,171.5
229,-2.424,170.9
222.6,-3.27,182.5
207.9,-2.949,150
220.1,-3.072,139.8
217.3,-4.153,151.7
219.1,-3.159,145.5
216.8,-3.399,142.3
218.8,-3.406,161.9
214.8,-3.137,168.9
230.4,-3.34,159
216,-3.875,203.8
221.5,-4.172,177.5
225.5,-2.518,147
225,-3.705,144.5
214.7,-3.222,111.9
225.6,-2.652,170
217,-3.986,143.7
230.9,-3.127,181
217,-3.841,142.9
216.5,-2.28,146.9
223.2,-4.193,160.9
226.2,-3.525,170.9
230.7,-3.297,144.9
228.2,-3.645,126.1
219.6,-2.317,129
221.8,-3.481,166.4
218.6,-3.66,156.5
217.7,-2.712,251.5
224.4,-2.887,140.7
221.1,-3.387,150
222.9,-3.526,145.8
229.8,-3.613,116.2
219.5,-3.64,188.1
213.4,-2.291,165.6
220,-3.601,104
223.2,-3.359,147.7
216.9,-3.601,167.9
223.2,-3.105,187.3
226.2,-3.335,125.4
222.2,-3.581,124.6
218.6,-3.9,160
222.4,-2.91,216.7
220.4,-3.514,207.1
217.3,-3.771,184.6
221.4,-3.471,105.3
221.9,-3.21,130.5
208.1,-3.166,88.63
219.5,-3.214,136.6
221.6,-3.129,179.5
219.5,-3.432,114.9
216,-3.555,152.5
221.3,-3.815,175.3
230,-3.274,94.48
219.7,-3.254,149.8
215.4,-3.188,164.7
221,-3.5,89.85
217,-4.142,142.2
217.9,-4.192,79.32
223.1,-4.716,149.4
221.8,-3.689,176.4
215.9,-2.575,198.1
228,-2.472,241.9
232.8,-3.157,96.22
229.5,-3.266,159.9
213.7,-3.705,118.6
223.4,-3.555,139.5
227.4,-3.746,133
217.4,-4.552,217
211.7,-4.276,70.43
221.9,-3.283,155.4
224.5,-2.656,198
211.4,-4.126,150.8
226.4,-3.257,206.2
218.6,-3.972,117.1
220.3,-3.261,158.3
220.2,-3.091,198.6
223.1,-3.029,163.7
228.5,-2.79,174.6
223.2,-3.496,149.3
224.9,-2.219,77.94
221.6,-3.461,149.7
218.9,-3.188,138.9
220.5,-3.37,154.4
228.3,-3.604,178.3
220.6,-2.85,175.3
222.3,-3.829,119.3
218.5,-2.381,221.8
223.4,-2.605,171.2
229,-2.825,185.6
221.8,-2.739,186.4
215.2,-3.53,146.2
223.9,-3.539,140.8
218.6,-3.758,135.4
220.5,-2.897,152.6
223.2,-2.843,170.6
207.6,-2.374,213.5
220.5,-3.989,126
217.1,-3.299,134.8
216.7,-4.304,112.3
217.5,-2.033,235.4
225.5,-3.847,107.6
224.9,-3.651,137.3
217.2,-2.538,193.5
216.2,-4.062,135
221.3,-3.323,161.6
228,-3.564,132.3
223.7,-3.688,147.9
215.4,-1.797,181.9
241.5,-2.711,230.3
219.8,-3.698,179.3
220.4,-3.391,153
222.3,-3.005,143.4
217.9,-3.344,112.6
224.8,-4.136,220.6
226.8,-3.032,187.1
226.3,-3.961,152.3
221.8,-2.874,185.2
231,-2.544,201.1
225.8,-3.029,213.6
207.2,-3.571,87.75
221.9,-3.416,140.5
219.4,-3.403,130.8
223,-2.734,196.4
217.2,-3.616,139.4
213.4,-3.321,100.6
220.2,-2.58,181
229.1,-3.421,162.5
214,-3.464,166.6
224.7,-3.935,109.1
226.1,-3.039,176.2
219,-3.836,116.5
221.5,-3.765,186.7
224.4,-3.03,187.7
226.9,-4.223,112
221.6,-3.27,143.8
221.1,-2.596,167.8
213.1,-3.11,217.3
223.8,-3.3,145
216.6,-3.057,218.2
221.7,-2.534,189.4
224.3,-3.425,169.5
227.1,-3.959,180.3
220.3,-2.81,183.5
226.3,-4.521,118.2
216.8,-4.143,199.8
222.3,-3.349,175.3
222.7,-2.851,143.2
230.1,-2.482,185.1
226.7,-4.274,138.3
220.1,-2.83,209.3
226.9,-3.16,136.2
228.7,-3.616,116.2
220,-2.399,195.3
214.3,-2.881,187.4
216.6,-3.097,139.3
214.2,-3.147,131.2
214.1,-2.868,151.4
216,-2.992,182.2
220.5,-3.23,153.3
225.5,-3.225,111
221,-3.222,136.6
226,-3.376,194.8
224.3,-3.185,199.1
227.2,-3.365,144.9
215.7,-2.595,203.5
220.3,-3.827,129.4
229.4,-3.04,166.2
218.8,-2.857,224
222.5,-3.651,154.4
220.6,-3.01,114
216,-2.964,188.9
226.5,-3.61,135.6
215.2,-2.949,98.57
227.8,-2.692,163
219.8,-2.702,170.3
209.7,-2.949,124.3
213.7,-2.464,183.3
214.1,-3.809,181.5
222.9,-3.648,127.7
224.4,-3.106,164.1
231.5,-3.3,188.6
228.2,-4.17,148.6
218.2,-3.192,168.6
216.3,-2.38,143.3
219.2,-2.811,213.8
211.4,-2.883,261.8
223.8,-3.281,218.6
211.7,-2.434,116.7
217.4,-3.34,208.2
214.7,-3.691,144.9
222.6,-3.428,171.9
212,-2.478,110.6
227.9,-4.803,114.7
211,-2.941,196.9
220.1,-3.815,146.5
225.6,-3.528,199.8
221.2,-4.033,115.9
221.8,-3.862,147.9
215.5,-3.966,104.1
222.2,-3.115,196.6
229.2,-3.247,161.4
221.2,-3.877,208.3
217.7,-3.358,146
215,-3.276,136.2
210.9,-2.615,167.4
215.7,-3.396,124.4
220,-3.376,130.9
223.4,-3.455,150.8
220,-2.427,156.5
229.6,-3.154,252.8
209.5,-4.771,134.3
219.8,-3.924,133.1
219.6,-3.135,154.3
219.6,-3.614,105.8
221,-3.066,133.3
222.9,-3.812,144.7
219.8,-3.799,155
233.7,-3.903,172.5
230.2,-3.973,91.34
229.7,-2.937,136.3
215.3,-3.831,165.4
218.1,-3.923,149.5
222.7,-3.174,198.8
223.2,-4.143,143.1
215.6,-4.102,117.8
221.1,-3.573,167.1
217.8,-2.831,147.4
226.8,-3.232,182
215.4,-2.967,124.7
225,-2.804,146.7
214.2,-4.096,99.63
224.7,-4.425,69.65
229.8,-3.805,145.4
217.2,-3.471,113.3
221.4,-3.808,93.84
227.5,-3.264,145.4
222.6,-2.4,178.8
223.6,-3.531,145.9
216.9,-2.525,227.1
228,-2.754,155.7
222.4,-3.477,124.9
224.7,-3.92,148.8
220,-2.995,156.5
222.6,-3.638,171.4
224,-2.708,212.2
223.8,-3.55,141
217.1,-4.121,178.6
203.8,-3.22,98.55
224.1,-3.76,124.9
220.2,-3.434,119.8
218.4,-3.628,159.3
214.6,-3.225,193.5
217.5,-3.439,174
222,-3.05,166.4
224.2,-3.455,159.3
216,-3.157,107.1
218.6,-3.536,169.5
221.9,-2.995,179.9
217,-3.121,147.2
223.3,-3.49,123.3
218.7,-3.354,145.2
221.7,-3.266,184.9
215.8,-3.412,181.1
223.8,-3.207,205.2
220.7,-4.382,85.29
219.9,-3.286,121
221.6,-3.11,170.8
215.6,-3.53,126.7
217.5,-4.585,135.9
217.2,-2.549,173.5
218.7,-3.165,143.4
227.3,-3.072,176.6
217.3,-3.415,153
224.3,-3.2,120.6
221.6,-3.343,176.7
219.7,-3.873,107.7
212.6,-3.465,92.2
216.4,-2.659,210.4
227.1,-2.924,194.7
225.6,-2.975,171.9
222.9,-3.688,159.9
220.6,-2.294,184.1
225,-3.259,150.3
216.3,-3.083,145.4
223.6,-2.6,196.3
217.7,-2.765,145.9
216.9,-3.567,186
224.2,-2.964,103.4
221.3,-3.412,178.8
218.9,-2.769,166.8
222.4,-3.742,122.1
220.9,-3.889,154.8
236.5,-3.143,171.3
220.9,-4.163,129.9
224.7,-3.118,153
214.1,-3.214,159.3
219.4,-3.424,116.2
216.4,-3.76,133.9
221.9,-3.528,148.6
223,-2.96,164.9
218.5,-3.474,158.2
219.8,-2.426,169.1
221.9,-3.738,190
220.2,-3.885,106.9
226.1,-2.878,200.6
215.8,-3.563,178.3
221.1,-2.939,187.6
218.6,-3.402,154.9
223.6,-2.758,156.8
220.6,-4.042,181.8
221.5,-3.749,194.4
220.4,-3.378,104.3
217.5,-4.046,116
225.9,-3.595,164.3
221.7,-3.144,198.4
226.6,-3.194,188
226.7,-3.214,187.1
216,-3.52,145
223.6,-3.748,176.7
214.5,-3.903,137.6
220.4,-3.389,198.2
228,-2.997,220.2
216,-2.854,189.2
218.4,-3.743,158.3
211.4,-3.667,177.2
214.9,-2.666,147.9
229.3,-3.943,178.7
218.2,-3.442,151.3
222.9,-3.235,159.4
226.4,-3.906,187.8
219.9,-3.684,165.1
220.1,-2.799,206.7
223.3,-3.649,148
229.3,-3.88,186.7
226.3,-3.071,172
218.1,-3.531,140.7
216,-3.589,153.5
224.4,-3.821,146
217.3,-3.212,108.7
223.6,-2.701,224.7
220,-3.359,210.7
219.8,-4.711,97.45
223.2,-3.865,152.1
223.4,-3.782,176.7
230.9,-3.184,194.7
217.4,-3.349,170.2
214.4,-3.599,144.8
222.4,-3.78,103
215.2,-3.46,165.8
216.5,-2.896,120
218.7,-3.542,111
215.5,-3.536,179.5
220.9,-3.039,136.7
228.2,-3.61,110
218.5,-3.384,173.4
226.1,-2.986,105.6
216.2,-3.732,142.8
232.9,-3.208,165.5
226.2,-2.91,213.4
224.6,-2.254,132.6
219.6,-2.775,210.1
215.9,-3.573,137.9
220,-2.991,179.3
222.2,-3.246,180.2
213.2,-2.748,132.6
223.3,-1.548,184.1
214.7,-2.688,162.3
219.3,-2.914,90.63
228.7,-2.791,194.7
217.4,-3.125,118.1
224.1,-2.764,175.9
223.6,-4.112,141.4
224.9,-3.264,100.3
218.7,-3.313,205.6
210.5,-3.703,197
220.4,-3.091,208.2
218.8,-2.946,183.4
220.6,-3.179,142.5
226.6,-3.002,152.6
225.2,-3.483,180.4
229.1,-3.409,109.3
214.4,-2.645,100.3
219.8,-1.763,261.5
222.9,-3.587,113
214.9,-3.318,161.3
227.1,-3.868,124.7
205.4,-3.046,150.3
216.1,-3.23,197.7
220.6,-3.563,175.6
225.7,-3.758,128.6
222.1,-2.343,155.5
212.6,-3.346,128.5
219.2,-3.006,111
227.7,-3.274,175.9
235.4,-3.198,205.7
214,-3.538,142.2
216.4,-3.259,111.9
222,-3.37,195.5
224.4,-3.18,144.8
222.5,-3.362,187.5
226.3,-3.745,167
226.6,-2.691,142.5
218.5,-3.462,154.5
231.4,-2.304,167.8
219.3,-2.701,184.2
221.2,-2.747,135.3
222,-3.482,123.5
218.5,-4.043,90.68
223.6,-2.956,108.9
214.3,-3.266,143.4
223.2,-3.365,180.5
215.2,-3.88,102.6
220.6,-3.455,155.5
220.4,-2.956,116.9
218.3,-1.689,177.3
212.2,-3.838,106.3
211.5,-3.159,115
216.2,-2.74,215.3
230.1,-3.018,122.3
224.5,-2.953,144.4
213.1,-2.606,155.1
218.5,-3.982,174.8
221.7,-3.097,143.4
213.5,-2.878,165.3
216.2,-3.251,143.6
223.5,-3.452,204.3
215.9,-3.518,165.7
220.7,-2.956,114.8
216.9,-3.181,181.4
221.2,-2.468,147.2
225.6,-3.641,108.5
226.5,-2.873,211.1
218.7,-2.292,180.7
217.8,-3.2,115.2
223.2,-3.896,116.1
219.2,-2.482,140.1
225,-3.709,103.3
215.6,-2.96,116.3
225.2,-3.357,161
223.3,-2.51,193.8
219.5,-3.298,78.81
216,-3.293,158.7
221.9,-3.019,171.2
217.2,-2.223,181.5
224.5,-2.67,213.2
215.5,-3.068,202.8
225.3,-3.063,151.7
220.4,-3.212,159.3
224.4,-3.305,204.9
216.3,-2.637,213.4
218.4,-2.884,203.9
219.7,-3.804,168.2
218.7,-3.318,129.9
223,-3.744,139.2
228.5,-4.158,118.4
214.7,-3.337,182.7
218,-4.609,116.5
219.5,-3.4,199.2
226.8,-3.366,160.2
214.3,-3.954,103
213.2,-3.112,152.1
223.6,-3.044,165.5
216.6,-4.28,117.7
213.7,-3.171,143.9
223.1,-3.213,169.5
216.2,-2.414,143.7
223.7,-3.316,166.8
230.1,-2.472,170.9
224.2,-2.684,166.5
226,-3.323,142.5
204.2,-4.525,131.3
223,-3.246,157.2
225.1,-3.072,175
222.4,-3.333,164.3
215.2,-2.035,168.2
222.7,-2.457,188.4
205.1,-3.293,120.2
223.1,-3.276,137
226.5,-3.267,116.4
220.2,-4.105,124.8
216.3,-2.422,167.2
220.7,-2.894,176.8
228.4,-2.719,243.9
221.3,-1.586,174.4
208.8,-2.936,160.2
220.5,-2.292,191.3
221,-3.063,167.1
215.3,-3.077,148.7
225.5,-3.129,178.2
223,-1.869,186.4
229.6,-4.867,159.5
224.5,-2.818,93.42
223.3,-3.28,111.5
229.5,-3.649,171.2
218.5,-3.952,101.8
223.7,-3.236,129.2
220.3,-3.202,157.4
218.8,-2.616,134.3
222.1,-2.548,151.7
218.1,-3.021,170.6
230.8,-2.424,230.6
218,-2.75,133.8
221,-2.584,143.5
220.7,-3.144,136.1
222,-3.38,176.8
222.4,-3.367,159.9
224.2,-3.585,148.8
217.5,-2.7,192.7
208.3,-2.757,178.3
221.9,-2.401,186.9
226.1,-2.31,205.3
225.1,-3.549,208.2
218.9,-2.901,212.4
225,-3.289,170.6
218.1,-3.176,152.2
222.7,-3.515,108.5
224.4,-3.988,158.3
220.8,-3.131,159.4
224.9,-2.674,171.5
215.6,-2.646,150.2
220.4,-3.048,133.9
214.5,-1.878,160.3
224.2,-3.346,150.6
216.8,-3.38,170.7
226.2,-3.496,102.2
215.9,-3.485,156.3
218,-3.807,100.8
222.9,-3.167,117.6
214.5,-4.008,127.6
214,-3.791,93.77
225.8,-3.347,154.2
218.7,-2.967,148.6
214.7,-3.244,99.86
222.7,-3.044,195
221.5,-3.123,167.8
218.4,-3.544,209.4
218.9,-3.578,145.6
224,-2.554,124.7
217.6,-2.88,123.8
223.4,-2.5,167.2
213.5,-4.835,111.1
224.9,-3.211,218.8
219.9,-3.693,134.8
213.3,-3.636,189.9
223.5,-3.386,168.7
219.9,-3.441,175.5
217.7,-2.803,159.9
222.3,-2.559,149.4
217.1,-3.785,171.6
225.8,-3.239,176.8
223.6,-2.824,161
224.2,-3.265,165.1
222.4,-3.518,128.7
226,-3.774,135.2
212.4,-4.156,108.7
223.8,-3.045,109.2
225.8,-3.745,131.1
222.7,-3.014,205.9
220.7,-3.192,121.2
221.2,-3.063,144.7
225.9,-3.302,171.8
225.3,-3.203,103.4
217.2,-4.32,107.8
214.9,-3.19,170.5
220.8,-3.261,164.8
217.6,-3.999,157
217.7,-3.43,172
216.7,-2.978,174.4
220.7,-3.844,199.4
218.2,-2.53,146.7
222.2,-3.643,137.8
216.2,-3.535,171.6
219.1,-3.163,155.2
228.1,-3.17,195.5
217.7,-3.718,101.9
224.9,-3.19,173.8
218.3,-2.873,172.1
222.6,-3.327,168.6
219.2,-3.006,156.4
223.7,-3.594,127.7
217.2,-2.835,184.6
230.1,-3.226,175.1
231.2,-2.917,150.9
210.1,-2.444,204
222.4,-3.211,147.3
217.3,-4.1,153.9
214.5,-2.82,159.3
216.5,-2.84,161.8
218.6,-2.918,111.1
218.8,-4.032,147.6
219.7,-3.93,142.8
212.8,-4.51,168.3
228.2,-2.846,196.9
220.3,-3.47,160.2
221.7,-2.905,128.8
218.3,-2.705,200.8
220,-3.57,156.1
214.7,-3.256,155.5
219.1,-3.817,181.9
221.5,-2.832,186.8
213.6,-2.085,226
223.5,-3.187,138.5
224.7,-3.099,117.2
220.9,-2.805,141.8
218.6,-3.229,133.2
218.4,-3.043,131.6
221.9,-3.62,160.2
224.8,-2.79,144.6
221.4,-3.192,177.8
218.6,-3.016,126.5
220.7,-2.86,184.6
222,-3.864,208.9
213.8,-4.158,183.4
211.9,-2.259,140.5
239.5,-3.897,118
218.4,-2.897,118.1
229.1,-2.912,192.2
221.7,-2.705,202
226.1,-3.476,174.6
217.6,-2.961,181
223.7,-3.874,119.9
222.6,-3.665,103.3
221,-3.215,122.8
225.8,-3.827,161
214.4,-3.241,183.4
226.1,-4.058,63.64
229.2,-2.88,173.8
223.2,-3.147,141.8
214.1,-3.646,135.7
225,-2.979,129.1
224.4,-3.723,170.8
220.3,-3.474,203
220.3,-2.927,187.4
226.8,-2.919,167.3
215.4,-4.376,104.8
219.9,-2.202,213.7
225,-3.761,143.7
222.2,-3.202,169.8
220.2,-3.35,174.4
218.1,-2.626,145.3
220.5,-2.716,173.4
231.7,-3.98,140.1
227.4,-3.621,192.8
217.4,-3.324,187.8
215.1,-3.059,171.8
220.6,-2.831,155.2
238.8,-2.907,194.2
216,-2.634,209.5
227.7,-3.275,158.9
216.1,-3.265,125.8
214,-3.295,158.5
219.7,-3.252,138.5
222.1,-3.373,143.7
224.4,-3.175,195.9
218.9,-3.291,99.81
221.6,-3.421,138.5
228.7,-3.36,161.6
217.3,-2.864,123.6
219.5,-3.324,197.5
226,-3.335,140.6
220.9,-3.134,162.6
214.7,-3.354,134.6
224,-3.676,156.8
213.2,-3.854,105
217.5,-3.133,123.7
215,-3.354,147.9
224,-2.944,146.3
213.4,-3.147,106.8
207.8,-3.91,155.9
217.8,-3.221,151.4
231,-3.831,140.8
220.3,-3.787,147.1
219.3,-2.155,205.2
226.7,-3.42,135.4
217.7,-3.555,185.3
219,-3.627,131.5
226.9,-3.477,138.7
227.1,-2.664,182.2
227.3,-2.726,180.9
219.3,-4.529,174.7
226.8,-2.767,246.3
224.4,-3.543,157.4
223.4,-3.083,142.8
224.2,-2.907,198.6
217.8,-3.61,129.5
219.4,-3.121,141.2
215.5,-3.956,102.8
222.2,-2.772,204.2
221,-3.573,70.28
221,-3.075,162.2
227.4,-3.898,149.7
222.7,-3.532,139.2
223.3,-3.84,153
228.4,-2.924,171.6
219.8,-3.052,203.3
222,-2.498,169.4
228.5,-3.395,161.7
220.7,-2.427,184.6
222.5,-2.768,178.9
219.3,-3.217,132.8
217.2,-3.684,141.1
225.3,-3.361,153
227.6,-3.682,179.3
226.3,-3.22,119.4
224,-2.733,143
224.3,-3.149,82.01
226.3,-3.182,153
214.9,-3.438,157.6
222.5,-3.21,130.7
226.8,-4.393,160.9
228.2,-3.6,176.7
223.7,-2.216,231.6
224.2,-3.759,165.7
222.6,-3.118,168.5
224.7,-2.609,148.7
209.8,-3.771,191.3
224.9,-3.471,170.6
214,-2.642,126.1
208.9,-3.089,159
229.1,-3.374,206
217.5,-3.132,142.4
221.8,-3.431,128.6
221.7,-3.021,138.3
224.5,-3.521,126
216.4,-3.809,133.6
210.9,-3.249,107.7
220.2,-3.256,149.8
214.3,-3.602,149.9
212.4,-3.333,119.9
214.4,-3.05,136.8
217.7,-3.285,143.8
226.1,-3.107,158.6
219.1,-2.6,212.5
217.6,-2.984,148.4
219.6,-3.733,86.31
219.8,-3.726,140.5
224.7,-3.251,192.7
221.6,-2.72,138.5
217.2,-3.195,188.1
221.8,-3.828,107.9
226.6,-2.536,226.6
213.5,-2.617,146.5
229,-3.024,131.8
220.8,-3.234,196.4
215.5,-3.099,167.3
213.9,-4.148,139.8
215.6,-3.245,212.2
221,-3.025,189
227.7,-3.492,149.6
224.6,-3.163,134.5
231.9,-3.044,187
217.6,-3.744,161
222.5,-3.223,205
221.7,-2.124,163.7
214.4,-3.272,119.7
224.5,-2.77,195.7
223.7,-3.403,118.9
223.4,-3.443,173.4
212,-3.73,144.7
219.8,-3.16,176.2
224.3,-2.743,191.6
223.2,-3.175,129.7
218.4,-2.857,153.6
225.5,-3.117,97.28
211.8,-2.964,124.7
220,-4.062,132.9
220.4,-3.981,116.4
219.4,-3.264,183
215.3,-2.722,167.7
227.5,-2.937,144.1
216.1,-2.498,188
214.7,-3.441,181.5
221.1,-2.839,195.5
221.5,-3.225,134.1
224.9,-3.075,170.7
232.5,-3.922,138.2
226.8,-2.847,166.6
224.6,-3.308,146.3
222.4,-3.061,156.2
217.9,-3.393,166.5
221.1,-3.59,136.8
219.3,-2.469,159.1
217,-2.751,171.5
223.1,-3.508,200.1
222.3,-3.658,118.1
235.7,-2.762,152.1
211.5,-3.13,91.61
225.4,-3.427,174.9
219.3,-3.423,129.9
219.9,-3.654,150.8
221.5,-3.24,139.6
221.9,-3.056,197.4
223.9,-3.13,167.1
222.4,-3.039,139.9
224.9,-2.753,171.6
224.5,-3.494,143.2
225,-4.24,148.2
231.5,-4.284,142.5
220.4,-3.506,184.9
220.2,-2.935,243.5
228,-3.411,129.8
218.4,-3.092,149.6
215.6,-3.287,177.3
215.4,-2.654,148.5
223.9,-2.759,201
230.5,-2.147,251.8
221.7,-2.865,199.1
215.7,-2.692,171.6
222.8,-2.961,143.4
223.3,-3.596,157.2
211.8,-3.705,155.2
222.9,-3.055,162.5
216.1,-3.231,155.2
218.8,-3.294,128.3
220.6,-3.777,146.1
