beta0,beta1,yp
215.1,-3.736,189.5
217.7,-2.86,104.3
216,-3.778,130.9
212.3,-2.944,139.2
212.7,-2.917,175.8
222.3,-3.198,182.9
224.9,-3.69,149.3
214,-2.779,135.1
222.7,-3.38,154.6
214.7,-3.674,144
228.6,-2.25,176.8
222.8,-3.148,171
223.7,-3.411,144.1
224.9,-3.925,136.3
214.2,-2.383,198.6
222.3,-4.153,168.5
218.8,-2.477,238.9
228.2,-3.025,165.4
224.2,-4.278,127.9
219.5,-3.675,117.4
221.7,-2.615,166
223.4,-2.322,170.5
215.2,-2.904,155.9
225.7,-3.147,152.2
219.6,-3.166,169.1
210.5,-3.586,183.7
217.1,-3.335,130.5
222.7,-3.197,136.7
221.3,-3.361,160
210.8,-2.437,160.1
232,-2.725,142.2
220.9,-3.707,232.2
223.4,-2.759,180.9
216.8,-2.629,165.3
221.4,-2.459,170.3
220.1,-4.025,168.1
215.7,-3.452,181.1
216.4,-3.153,138.2
218.4,-4.419,167.8
225.1,-4.101,146.5
223.3,-3.041,191.3
211.4,-3.425,125
213.3,-2.786,176
226,-3.151,151.6
226.6,-3.971,106.8
224.2,-3.424,116.5
223.9,-3.18,193.3
211.7,-3.054,157.5
215.2,-3.17,144.6
209.8,-3.204,152
217.7,-3.005,135.6
213.9,-3.386,142.8
223.9,-3.529,122.6
223.3,-3.963,116.6
217.7,-2.52,150.1
215.1,-3.498,131.7
219,-2.953,168.8
217.6,-3.136,148.3
220.4,-2.958,213
219.9,-2.896,147.2
216.2,-2.861,176.6
226.9,-3.27,178.7
234.6,-2.959,168.3
214.9,-3.268,136.6
219.7,-3.461,188.1
214.2,-3.37,180.3
221.8,-2.225,146.4
217.4,-3.215,222.7
218.4,-3.381,138.4
216.2,-2.88,158.1
218.2,-3.136,180.8
220.3,-3.739,170.7
214.4,-3.36,114.9
227.4,-2.843,159.5
218.7,-3.364,139.7
223.6,-3.711,180
219.3,-3.614,171.3
220.2,-4.342,141
219.8,-3.346,155.3
217.2,-3.305,157.3
215.4,-3.85,162.5
216.6,-2.597,175.5
215.1,-4.012,178.4
221.4,-3.723,151
223.5,-2.769,167.7
210.3,-3.818,176.5
217.5,-2.765,161.9
220.4,-1.972,151.2
219.3,-2.755,149.5
216.8,-2.637,169.7
220.1,-3.205,220.3
214,-3.242,132.7
229,-4.531,143.3
221.5,-3.121,162.5
219.3,-3.068,136
223.2,-3.298,125.2
217.1,-2.353,142.3
219,-2.971,171.4
216.7,-2.748,148.5
216.4,-3.861,136
229.1,-3.962,136.1
227.4,-4.012,106.6
223.1,-3.385,158.8
220.6,-3.817,107.7
226.1,-3.781,168.3
217.4,-3.579,129.6
221.9,-3.14,152.2
223,-3.268,158.3
220.3,-3.479,213.7
213.3,-2.415,263.1
233,-2.872,153.5
219.2,-3.137,160.8
224.9,-4.685,123.9
215.8,-3.891,222.9
210.3,-2.333,159.2
220.1,-3.236,174.2
219.2,-4.809,127.8
224.5,-3.901,76.18
231.6,-3.135,165.2
220.9,-3.847,96.23
214.5,-3.159,133.8
215.8,-2.844,185.3
227.9,-3.403,184.9
224.7,-3.979,174
221.2,-3.139,188.2
213.1,-1.802,160.4
223.5,-4.798,104
227.6,-4.204,156
206.8,-4.051,133.1
221.6,-2.848,146.3
224.9,-3.781,166.4
218.4,-3.098,138.3
215.4,-3.853,182.3
224.5,-3.025,109.8
212.2,-3.313,212.9
226.2,-4.453,119.5
235.1,-2.548,223.7
211.8,-3.031,186.4
219.5,-2.873,170
226.4,-3.018,162.6
220.2,-3.37,177.1
219,-2.968,166.3
215.1,-3.209,187.4
217.1,-2.801,175.4
220.5,-3.293,162.3
217.3,-3.524,115
220.8,-2.773,135.8
221,-2.944,174
223.5,-3.141,166
224.7,-4.207,140.7
216.4,-2.7,207.2
222.8,-3.78,124.7
223.6,-3.286,158.7
223,-3.069,128.6
225.8,-4.866,110.4
217.1,-3.23,113
231.7,-3.032,148.2
210,-2.322,179.2
231,-3.171,129.2
233.1,-2.805,120.1
220.7,-2.993,146.9
217.6,-3.879,126.4
216,-2.105,136.2
214.2,-2.716,178.5
222.2,-2.973,142.9
222.9,-3.138,154.8
222.2,-2.865,188.8
214.4,-3.26,169.5
221.3,-3.664,198.3
225.4,-3.111,135.7
219.7,-2.589,173.5
218.7,-2.7,139
221.7,-4.261,180.9
217.4,-3.283,107.6
231.4,-2.87,150.8
225.4,-3.257,191.3
215.7,-2.706,116.1
222.3,-4.36,189.1
226,-2.386,125.8
215.5,-2.832,139.9
214.6,-3.826,131.4
226.9,-3.442,169.3
222.2,-3.101,207.8
228.7,-3.407,193.7
216.3,-2.851,129.6
217.8,-3.582,152.3
221.5,-3.288,161.5
217,-4.395,121.6
220.1,-3.047,182.6
223.6,-2.91,125.3
219.3,-3.348,190.9
228.1,-2.026,151
222.8,-3.007,118.3
223.6,-2.992,159.4
218.2,-2.948,245.3
220.9,-3.967,137.5
219.7,-3.37,139.3
222,-3.362,167.9
212.6,-3.354,117.5
217.5,-2.705,221.1
217.3,-2.524,154.4
217.8,-2.768,161.6
223.2,-3.971,164.5
220,-3.378,136
218.9,-2.4,171.6
228.7,-3.227,189.5
221.5,-5.34,115.9
215.7,-1.923,190.1
225.8,-3.33,132.1
214.3,-3.095,166
223.3,-3.417,155.9
232.7,-2.686,183.5
220.4,-3.436,180
207.3,-2.537,145.6
228.8,-3.295,174.7
222.3,-3.139,192.2
217,-3.075,167.4
219.3,-3.349,118
211.9,-3.035,125.2
221.7,-3.589,136.3
220.3,-3.859,146
218.5,-3.635,150.3
225.9,-3.455,197
217.1,-3.131,142.8
229,-3.356,170.5
216.4,-2.997,187.7
212.8,-3.496,157.5
221.7,-3.526,186.4
221,-3.292,144.7
218.2,-3.279,154.2
215.5,-2.625,178.4
216.7,-2.794,140
217.5,-2.739,214.9
214.2,-3.357,148.5
225.5,-3.628,167.5
206.4,-2.375,84.43
213.4,-3.249,126.7
222.4,-3.997,166
218.5,-3.924,132.7
222.3,-3.982,149.8
223.1,-2.476,168.1
208.5,-3.24,151.3
218.5,-2.416,152
228.6,-3.672,132.3
225.1,-3.624,168.5
221.9,-3.526,178.6
221.5,-3.167,132.7
221.9,-2.704,212.4
223.9,-3.325,164.8
224.5,-3.038,96.19
216.3,-4.052,166.1
232,-4.009,105.2
221.3,-2.678,163.3
221.5,-3.136,99.28
219.7,-4.094,112.2
219.4,-3.861,167.7
225.7,-3.003,150.6
220.3,-3.012,186.5
219.4,-2.74,169.7
219.1,-4.09,148.2
215.9,-2.994,148.5
224,-3.488,130.3
216.8,-2.015,285.5
215,-3.934,122.6
219.6,-3.133,134.5
216,-3.608,152.3
229.3,-3.895,116.9
222.9,-2.981,165.4
225.9,-2.301,216.1
221.8,-3.664,127.4
214.2,-3.881,164.1
215.9,-3.624,129.5
214.1,-3.573,141.9
213.2,-3.318,120.2
223.7,-3.293,201.7
227.4,-2.585,227.5
218.7,-4.236,117.2
223.9,-2.876,139.6
216.9,-3.326,160.3
218.1,-1.867,205.3
221.4,-3.5,135
213.8,-2.283,162.9
222.7,-3.268,158.2
219.8,-3.789,173.9
220.2,-3.943,159.5
226.6,-3.116,127.5
217.2,-3.053,193.3
219.7,-3.292,77.55
216,-3.875,144
215.9,-3.602,114.1
219.6,-3.1,129.9
224.7,-2.893,145.8
218.5,-3.563,123.7
222.6,-2.789,201
219.3,-4.634,123.8
229,-2.175,156.1
225.2,-3.799,162.5
219.5,-3.057,137.3
218.3,-2.004,199.8
217.2,-2.896,171.8
215.3,-3.49,147.3
219.4,-3.435,192.5
225.1,-4.172,156.6
220.8,-3.512,202.4
224.5,-3.295,149.2
218,-3.714,128.3
217.1,-3.507,160.8
218.7,-3.595,123.2
225.9,-3.29,149.5
223.2,-3.579,185.4
213.4,-2.899,166
225.8,-4.141,143.9
217.7,-3.034,212.2
222.8,-2.926,210.5
221.5,-3.192,166.9
210.9,-3.69,127.6
217.9,-2.803,140.5
224.1,-2.811,158.3
217.1,-3.57,179.9
213.7,-3.928,193.3
220.5,-3.696,105.2
219.3,-3.018,119.7
211,-2.215,156.8
215.1,-3.127,190.3
232.1,-3.497,180.1
220.8,-2.357,186.4
219.6,-2.911,179.2
221.5,-4.253,90.7
217.5,-3.208,129.7
213.4,-2.153,165.4
223.3,-3.751,166.6
220.8,-3.906,207.6
214.5,-4.108,167.8
209,-2.904,118.5
218,-3.491,236.1
219.4,-3.79,149
225,-3.483,152.9
230.2,-3.972,187.4
227.1,-2.802,184.7
220.7,-3.659,142.1
220.2,-3.247,190.2
213.8,-3.014,120.9
216.3,-3.954,162.4
223.9,-2.395,191
214.9,-2.862,177.5
218.7,-3.878,111.2
218.1,-3.647,191.3
219.7,-2.658,158.2
221.1,-3.119,184.8
222.1,-3.059,107
218.1,-3.078,145.3
222.9,-2.63,142.4
205.4,-4.048,203.4
211.6,-3.416,113.6
225.6,-4.279,124
218.6,-3.201,141.2
224.7,-3.06,162.9
220.9,-2.609,175.6
219.9,-4.106,116.5
222.1,-3.658,183.5
219.4,-3.735,115.1
217.8,-3.501,204.4
222.6,-2.833,170.4
224.4,-4.311,115.9
211.9,-1.987,183.7
219.1,-2.538,181.9
218.6,-3.488,204.8
214.6,-2.828,151.3
214.2,-3.69,107.5
218.2,-3.925,164.5
203.2,-3.477,132.8
213.5,-3.624,113.5
219.4,-3.892,178.6
218.1,-3.065,199
221.9,-4.147,108.4
217.9,-3.05,155.9
220.1,-3.705,140.9
232.2,-2.322,174.4
217.7,-3.48,176.5
221,-3.73,205.6
224.7,-2.842,162.3
217.6,-3.89,109.5
218.6,-3.964,117.5
229.1,-4.541,167.1
216,-3.481,173
215.2,-3.595,213.7
222.1,-3.673,141.5
218.2,-3.108,153.4
219.9,-3.346,139.6
223.6,-3.9,142.1
231.2,-3.101,134.2
217.2,-4.011,91.32
215.8,-3.488,149.9
222.9,-3.689,161
217.3,-4.387,194.3
212.9,-2.884,86.89
233.1,-3.65,85.49
216.7,-3.831,172
216.1,-3.242,123.8
229.4,-2.774,186.9
216.4,-3.789,128.6
220,-3.724,187
211.9,-2.536,150.7
223.7,-4.102,117.3
220.5,-3.102,192.1
225.1,-2.711,200.7
215,-2.993,137.1
221.5,-3.731,161.9
213.6,-3.749,126.2
223.1,-3.205,152
222.2,-3.096,141.6
221.4,-2.871,149.5
212.9,-4.088,95.21
219.8,-2.731,194.1
218.9,-2.939,154.7
217.8,-3.169,216.4
210.7,-1.493,204.1
220.4,-3.249,122.5
210.6,-3.527,134
220.3,-2.883,142.5
226.9,-2.667,187.1
221.1,-3.203,128.5
223.6,-2.489,163.3
222.7,-2.532,150.6
226.5,-3.256,191.6
223.6,-2.882,165.4
223.9,-3.368,110.1
211.3,-3.228,146.1
229.8,-2.278,179
210.6,-2.83,143.2
231.4,-3.579,162.9
218.5,-3.35,209.4
225.6,-3.335,182.6
223.9,-3.015,189
212.3,-3.745,166
222.9,-3.648,162
212,-2.098,198.3
216.8,-3.614,161.5
210.7,-2.401,163.7
213.4,-3.352,156
217.4,-2.906,144.7
212.7,-3.072,174.3
212.5,-2.343,135.4
223.4,-3.128,180.7
223.1,-3.375,181.3
215.5,-3.663,137.5
220.9,-2.478,194.3
223.2,-2.528,144.3
218.1,-4.223,162.9
217.7,-2.718,165.8
225.4,-3.149,145.9
221.7,-3.211,177
221.5,-3.49,196.6
219.7,-2.934,201.8
217.3,-2.96,179.5
229.8,-3.492,214.7
210.6,-2.166,201.2
223.7,-3.383,176.8
232.8,-2.576,145.6
225.6,-3.324,158.1
217.6,-3.753,138.3
215.6,-3.636,156.8
217.2,-3.775,119
222.8,-2.679,156.1
224.1,-3.65,167.7
229,-3.296,152.4
221.9,-3.177,183.3
222.8,-3.558,156.2
214.9,-1.71,143.5
212.8,-2.227,110.3
224.1,-2.64,164
214.8,-3.24,112
217.9,-3.551,184
224,-3.369,233
217.8,-2.596,189.5
234.7,-3.019,151.9
224.5,-3.271,148.2
211.7,-2.49,176.5
220.6,-2.694,177
216.1,-2.883,197
224.1,-3.437,172.5
218.4,-3.327,186.4
226.8,-3.786,169.3
223.7,-2.911,157.4
210.9,-3.24,163.2
218.1,-3.494,127.6
222.3,-3.238,168.1
220.4,-4.177,123.5
225.4,-3.475,165.2
224.1,-3.476,139.6
228.4,-3.348,143.1
225.3,-4.049,149.5
219.4,-4.004,132.7
226,-3.103,157
222.6,-3.306,150.6
210.4,-3.429,179.9
214.8,-4.606,157.8
214.6,-3.818,121.3
214.3,-3.2,134
221.1,-3.966,107.8
217.3,-2.954,184.3
219.4,-3.039,132.8
217.5,-3.992,156.1
218,-3.874,134.2
222.9,-3.517,154.1
218,-3.009,150.5
215.1,-3.761,145.4
222.1,-4.019,166.6
215.1,-3.433,136.1
228.2,-3.031,149.7
220.4,-3.361,178.7
219.1,-2.969,166.9
219.9,-4.182,66.82
227.5,-2.973,175.5
228.5,-2.932,160.1
222.1,-3.745,165.4
222.3,-2.373,149.5
214.4,-3.212,120.5
218.9,-3.25,167.9
223.5,-3.559,159
218.5,-2.307,162.2
220.6,-3.877,148.1
217.2,-3.379,153
228.7,-3.434,184.7
220,-2.989,201.8
221.7,-3.01,187.9
221.3,-3.212,176.9
225.6,-3.42,173.4
218.3,-3.248,146
216.9,-3.55,141.1
216.8,-2.999,181.3
208.1,-3.91,199.3
224.6,-3.452,169
216.8,-2.887,138.4
222.4,-3.961,155.5
229,-3.728,146.7
223.5,-3.885,169.8
217.2,-3.209,170.7
216.2,-3.351,122.8
225.6,-2.238,184
220.9,-2.886,141.5
217.2,-3.139,160.5
220,-3.343,186.6
225.5,-3.161,126.5
218,-3.199,133.1
221.1,-3.387,154.2
222.9,-3.641,153.1
226.7,-3.046,145.9
211.7,-4.033,126.5
225.8,-3.471,167.5
223,-3.765,133.2
220.1,-3.457,134.8
224.6,-1.622,182.3
213.9,-2.76,123.8
221.8,-4.026,167.2
221.2,-2.804,205.9
208.5,-3.397,114.1
223.5,-3.774,148.9
221.8,-2.993,127.8
213.3,-2.57,163.5
211,-4.286,93.92
218.9,-2.978,174.5
226.9,-2.962,137.5
222.6,-4.262,171.1
217,-3.691,144.7
221.5,-2.464,154.4
217.6,-3.248,111.6
213.8,-3.528,146.5
219.1,-3.12,162.8
217.3,-3.271,138.6
218.7,-1.984,195.9
218.7,-3.96,171.5
228.8,-3.564,106.1
227.2,-3.476,149.9
219.6,-3.507,139.3
217.3,-3.646,168.2
219.9,-3.504,134.7
230,-3.286,97.95
216,-2.828,129.8
217.4,-3.485,172.6
212.7,-2.087,173.1
213.7,-3.455,156.9
227,-3.597,167
220.3,-3.621,149.9
215.7,-4.279,97.94
225,-3.71,165.7
212.2,-3.75,88.63
218,-3.383,147.7
219.3,-3.433,169.4
219.4,-2.998,149.5
217.7,-4.316,117.5
226.3,-3.224,219.8
221.9,-3.912,136.4
222.7,-4.21,165.1
225.2,-3.171,176
219.5,-2.966,114.4
224.3,-3.455,199.6
216.2,-3.729,175.2
216.7,-2.704,203.2
235.8,-4.015,136.3
219.6,-3.054,182.8
210.1,-3.135,162.7
220.6,-3.552,136.6
233.8,-2.674,117.4
224.8,-3.304,98.46
225.2,-3.043,197.2
212.8,-3.152,142.8
222.5,-4.173,104.3
218.4,-2.745,162.6
218.9,-3.464,171.3
223.3,-3.909,88.76
208.3,-3.116,149.8
211.8,-3.203,158.4
214.3,-4.009,115
219.3,-2.903,164
213.3,-2.629,147.7
222.9,-3.77,113.1
228.8,-3.418,174.1
220.6,-3.414,178.2
224.6,-2.865,205.1
218.3,-3.06,204.5
216.9,-2.822,130.6
214.2,-2.428,125
213.5,-2.825,205.9
220.4,-3.049,167.5
220.9,-3.111,157.5
226,-3.068,140.7
210,-3.8,188.5
221.5,-3.415,152
227.1,-3.795,161.3
215.6,-3.681,159.7
234.3,-3.991,161.4
223.9,-2.317,207.7
225.4,-3.065,153.3
224,-3.023,193.8
211.7,-3.592,133
212.5,-3.14,183.8
217.9,-3.706,191.6
222.4,-3.217,204.8
225.6,-2.592,156.7
215.9,-3.498,137.1
222.9,-3.195,117.8
214.4,-3.134,151.8
210.3,-2.607,162.8
223,-3.762,147.9
218.8,-2.379,176.3
216.6,-2.912,114.2
225.2,-3.472,123.7
222.5,-3.876,101.8
226.9,-2.776,201.6
221.3,-2.416,165.7
224.5,-3.634,167.8
219.8,-3.386,189.9
220,-3.231,158.9
224.5,-2.878,159.5
217.9,-4.027,122.3
217.1,-4.027,144.4
223.1,-3.113,217.1
219,-3.043,151.4
218.2,-3.59,77.96
216.2,-3.162,109.1
211.3,-4.713,166.1
217.1,-2.969,157
207.1,-2.722,170.6
229,-1.837,221
229.3,-4.021,132.3
213,-3.254,181
221,-3.604,72.27
226,-4.813,130.8
215.9,-2.949,160.8
223.9,-3.464,165.3
212.1,-3.846,126.6
216.4,-3.602,153.7
218.1,-3.26,128.7
223.6,-2.991,188.9
221.2,-3.874,127.8
228,-3.428,122.5
225.6,-3.03,150.2
224.2,-3.386,152.3
225.7,-3.316,160.7
207.1,-3.583,156.2
223.4,-3.31,127.4
221.4,-3.528,148.3
214.3,-2.982,123.8
221.6,-4.309,213.8
223.9,-2.821,144.6
226.5,-3.255,139.6
221.5,-3.453,147.2
220.6,-2.945,144.8
223.1,-3.271,104.9
215.4,-2.848,162.8
218.5,-3.69,183
218.8,-3.052,172.1
225.4,-3.867,121.2
213.8,-2.364,153.1
219.9,-4.597,141.7
218.9,-4.176,99.85
222.8,-2.785,176.5
219.7,-3.44,124.1
217.9,-3.196,170.6
219.8,-3.914,127.5
217.3,-3.489,168.6
219.4,-2.79,177
222.5,-3.6,200.5
217.7,-3.303,120.4
226,-3.821,134.9
222.8,-2.591,184.6
213.2,-3.442,152.8
220,-3.509,128.8
224,-2.83,124.6
225.6,-3.856,150.5
221.4,-3.292,188.7
220,-3.106,179.2
218.1,-2.709,172
225.9,-2.897,156.6
220.2,-2.955,169.3
220.7,-3.036,123.5
217.3,-3.137,118.2
220.9,-3.165,122.2
223.2,-4.234,113.2
227,-2.966,246.5
219.8,-2.137,182.7
228.4,-3.81,215.5
224,-4.094,156.7
227,-3.239,167.4
217.7,-2.935,145.7
218.9,-2.512,180.2
219.3,-3.21,168
220,-3.032,159.1
230.4,-2.622,137.9
213.6,-3.266,170.6
213,-3.082,162.8
214.6,-2.934,145.8
219.2,-3.294,104.8
218.4,-2.535,188.3
221.8,-3.762,152.7
216.2,-3.228,141.8
219.8,-3.528,130.3
217.7,-2.843,164.4
214.2,-2.95,131.4
216.6,-2.785,174.7
225.1,-3.138,144.6
224.8,-3.055,159.2
220.1,-2.038,159.5
224.3,-3.204,159.3
209.9,-3.911,148.5
225.8,-3.516,175.5
226.2,-3.424,213.2
213.4,-3.924,113.3
216.8,-3.7,96.96
219.8,-3.214,182.5
221,-3.309,161.4
223.6,-3.332,183.5
226.7,-3.277,191.3
217.5,-3.639,173
212.6,-4.155,97.5
218.9,-2.435,174.9
214.7,-3.074,133.2
218.4,-3.591,197.6
216.5,-3.126,224.8
219.6,-2.69,162
224.7,-3.202,168.1
215.9,-3.545,128.5
217.5,-2.366,186.1
217.7,-3.27,118.9
224.5,-3.168,183.2
232.8,-3.059,210.3
215.3,-3.377,135
222,-3.636,129
222.6,-4.083,151.8
216.7,-3.964,120
213.7,-4.198,77.51
225.4,-3.663,108.1
216.8,-4.32,139.9
214.7,-3.014,145.3
216.9,-3.506,128.1
220.1,-3.2,150.4
213.3,-3.462,170.1
220.6,-3.092,102.8
227,-3.168,184
218.5,-2.841,200.9
218.6,-4.606,149.6
223.9,-4.425,128.9
220.8,-3.838,165.9
220.7,-3.294,197.5
219.5,-3.2,132.7
221.7,-2.968,213.9
215.4,-3.609,127.6
212.4,-4.139,128.3
223.8,-2.61,208.4
232.5,-3.003,160.6
222.2,-2.668,206.7
218.4,-3.678,164.1
226.9,-2.782,178.5
202.8,-3.972,123.2
217.3,-2.679,183.2
232.2,-2.78,192.4
221.5,-3.774,142.4
224,-4.377,177.9
224.5,-3.615,158.5
220.7,-3.329,209.1
226.4,-2.947,148.1
212.2,-3.086,136.5
226.4,-3.677,147.3
221.8,-4.041,145.4
213.3,-3.215,185.7
219.6,-3.141,153
215.5,-3.35,161.5
224.1,-2.718,235.9
214.7,-3.521,97.03
204.2,-2.435,176.6
216.3,-3.642,112.8
215.4,-4.515,74.85
213.7,-3.165,188.7
221.5,-2.621,135.4
221.1,-3.141,164.4
216.3,-3.426,133.1
225.4,-3.082,108.5
217.7,-3.034,207.8
226.1,-4.272,123.1
222.2,-3.471,199.6
220,-3.542,125.8
226.2,-3.221,177
216.1,-3.051,168.2
217.1,-2.93,174
226.2,-3.758,143.8
217.1,-2.827,185.4
230.3,-3.149,203.2
211.9,-2.671,207.7
220,-3.486,130.3
216.4,-2.897,209.2
229.4,-3.394,157
216.5,-3.632,162.9
222,-2.868,210.9
217.1,-3.725,133.7
224.5,-3.918,142.6
217.8,-3.742,130.6
213.1,-2.911,172.2
217.9,-2.742,154.6
220.2,-4.431,144.3
215.7,-3.323,139.3
223.6,-3.987,138.6
220.1,-3.673,179
222.6,-3.053,158.2
221.1,-3.606,107.2
210.8,-3.463,187.1
223.7,-4.388,182.2
221.7,-4.382,143.8
215.6,-2.971,192.9
220.4,-3.829,236.1
224.8,-4.378,109.7
214.4,-4.208,124.7
211.6,-3.839,113.4
231.4,-3.295,136.6
225,-3.533,245.8
221.3,-4.511,147.3
216.4,-3.932,143.9
221.8,-2.063,193.9
226.1,-4.105,147.7
219.9,-2.585,130
220.5,-2.753,158.3
217.6,-3.703,99.38
219,-2.901,157.2
218.5,-3.415,207.5
216.7,-2.771,167.8
217.1,-3.378,143.5
226.4,-3.054,152.9
216.5,-3.557,175.3
224.8,-2.409,172.1
226.7,-2.58,183.3
225.3,-4.032,175.8
222.6,-3.13,158
212.9,-3.768,151.9
217.8,-3.4,155.5
217.7,-2.818,112.7
216.8,-3.155,87.29
216.9,-2.947,191.8
218.3,-3.037,192
221.8,-3.434,138.2
223.1,-2.993,155
219.5,-3.194,142.3
223.4,-3.586,185.4
223.5,-3.816,100.2
219,-3.999,99.74
213.1,-4.15,154.7
226.5,-3.428,198.6
205.9,-3.005,110.5
230.2,-3.029,164.8
226.7,-2.24,165.7
220.1,-3.47,125.1
223.3,-4.326,138.7
226.1,-2.816,158.2
220.6,-3.102,149.3
222.4,-3.62,159.2
211.1,-2.932,129.7
227.4,-3.627,150.4
222.9,-3.482,175.3
226.6,-2.883,137.8
221.1,-3.882,150.9
218.4,-2.867,175.1
222.2,-3.535,165.4
218.1,-2.837,178.6
226.8,-3.753,135.2
214.6,-2.752,129.3
227.3,-4.155,204
220.7,-3.798,202.6
215.9,-2.449,114.8
224.1,-2.205,190.3
221.1,-3.527,172.9
219.5,-3.003,160.4
219.3,-3.066,160.3
216.5,-3.238,154.7
222.1,-3.359,193.9
214.7,-3.719,160.2
224.2,-4.195,121.8
212.6,-3.729,130.3
208.1,-3.535,160.1
223.9,-4.021,130.4
220.1,-2.903,145.3
227.2,-2.709,149.5
215.5,-3.525,164.7
217.8,-3.638,126.3
219.4,-3.228,132.6
221.6,-3.628,198.8
221.3,-1.69,239.8
218.4,-2.709,159.6
219.6,-2.794,166.3
222.6,-3.534,120.8
223.5,-3.101,193.3
217.9,-3.329,161.7
215.6,-3.021,38.6
223.3,-4.02,185.1
224.1,-3.467,142.9
215.1,-3.033,227
216.8,-3.937,125.4
219.6,-2.149,171.3
224.5,-3.395,131.3
219,-2.877,135.9
220.7,-3.586,132.1
219.2,-4.465,172.2
213.6,-3.554,153.5
210.1,-3.327,152.1
215.1,-2.776,157
216,-3.71,182.8
218.7,-3.713,151.4
217.6,-1.962,198.8
221.5,-3.071,139.9
212.6,-4.013,128.9
211.9,-3.668,123.1
222,-2.842,201.9
214.3,-2.591,219.6
214.3,-2.434,209.9
218.3,-4.179,95.27
224.4,-3.962,178.1
221.9,-2.846,160.8
215.4,-2.139,138.3
218.4,-3.609,154.9
210.8,-2.862,146.3
224.3,-3.312,161.2
217.2,-3.681,171.9
221.2,-3.07,138.1
225.3,-3.865,185.3
216.1,-2.661,201
221.8,-3.044,130.6
221,-4.025,169.4
219.3,-3.045,197.9
217.1,-4.275,143.3
223.7,-2.992,174
229.3,-2.669,196.3
219.5,-3.709,133
213.6,-3.506,157.8
216.2,-3.078,179.3
225.5,-2.975,140.8
221.1,-3.272,131.4
214.6,-2.76,192.5
214.1,-3.757,146.6
230.2,-3.381,187.4
215.4,-3.473,144
223.1,-4.459,125.7
222.1,-2.299,178.7
227,-3.374,167.5
227.9,-3.434,177.1
220,-3.751,112.5
220.3,-2.45,188.6
218.2,-2.906,163.8
220.9,-3.314,114
216.4,-3.913,124.2
212.2,-3.843,60.64
221.9,-3.92,139.9
222.8,-4.155,159.7
219.7,-2.934,159.9
222.6,-3.452,184
222,-3.606,120.3
216.9,-4.163,158.1
214,-3.048,125
215.3,-2.875,156.3
230.4,-3.659,188.6
220.6,-3.392,167.2
222,-2.819,159.2
214.5,-2.976,177.6
218.2,-4.637,118.2
214.3,-3,152.4
216,-4.316,115.2
217.4,-3.364,150
228.7,-2.569,148.9
220.6,-3.143,126.5
219.8,-3.503,76.25
227,-3.049,134.3
232.8,-2.619,105.5
211.2,-3.55,122.1
195.6,-4.136,87.75
214.8,-3.622,134.2
220.9,-3.38,179.5
215.9,-3.189,167.5
223.5,-3.257,146.3
211.1,-3.523,78.03
212.9,-3.821,67.61
224.5,-3.517,209.7
221.9,-3.152,171.5
211.1,-2.657,218.2
222.8,-3.289,152
221.6,-3.467,151.7
219,-3.566,167.6
208.1,-3.739,176.5
210.2,-2.475,138.5
216.6,-3.328,182.3
219.2,-2.728,151.4
213.7,-3.435,100.8
225,-3.612,175.8
221.8,-3.008,153.5
222.1,-2.84,200.2
215.8,-3.886,100.8
220.4,-3.404,147.8
220.3,-3.482,195.1
216.4,-3.962,195
219.8,-3.758,130.4
220.9,-3.581,124.2
234.4,-4.259,180.8
228.2,-2.958,186.5
226,-3.19,141.5
217.3,-2.716,150.6
224.1,-4.022,166.1
217.7,-3.336,150.8
219,-2.437,173.4
219.5,-2.873,174.5
227.4,-3.092,139.6
223.7,-3.014,182.8
220.5,-3.774,106.5
221,-2.824,102.2
214.8,-3.113,84.56
221.3,-3.185,128.9
215,-3.216,130.5
223.6,-3.747,227.7
219.2,-3.899,199.4
223.7,-3.248,141.9
218.9,-3.805,193
221.6,-4.004,118.5
221.2,-1.702,206.4
216.2,-2.775,150.8
224.3,-2.963,171.4
217.8,-2.821,119.9
218.6,-2.486,150.4
221.4,-4.024,141.7
221.8,-3.049,132.3
222.4,-2.282,126.8
219.6,-3.523,198.6
220.4,-3.236,176.7
213.9,-3.178,129.1
215.9,-2.714,187.8
220.4,-2.665,141
224.5,-2.864,160.3
221.6,-3.72,161.2
218.5,-3.302,188.8
224,-2.976,175.8
217.8,-4.45,151.1
212.5,-3.38,136.9
219.4,-3.835,154.6
215.1,-3.543,124.6
217.9,-3.126,147.5
214.6,-3.142,109
219,-4.053,156.3
222.8,-2.406,242.1
218.9,-3.549,120.6
214.7,-3.378,153.7
222.2,-3.752,109.3
212.6,-4.395,143
207.8,-3.968,115.6
217.1,-2.253,185.2
211.5,-2.901,172.7
215.8,-2.98,157.6
222.9,-3.442,107.9
216.8,-3.154,171.8
225.7,-3.476,171.2
220.8,-4.426,84.53
225.8,-3.068,143
226.1,-3.524,182.9
226.4,-3.494,185.8
231.9,-2.787,184.6
214.8,-3.337,194.3
236,-3.214,168.9
220.5,-2.219,202.4
219.4,-2.416,229.3
211.8,-3.809,179.7
223.8,-3.151,126.9
217.4,-3.093,99.36
219.4,-2.896,156.6
226.9,-2.895,228.2
219.8,-2.112,189.6
217.5,-3.531,157.5
215.8,-3.006,184.6
