beta0,beta1,yp
215,-2.956,169
224.8,-3.897,149.2
218.5,-2.473,140.9
225.9,-4.213,164.2
210.6,-3.586,156.9
229.2,-4.305,143.7
221.2,-3.655,172
225.7,-3.958,158.4
219.3,-3.6,136.3
221.9,-4.257,123.6
209.3,-3.354,163.8
218.3,-3.269,149.5
215.9,-3.668,183.3
230.4,-3.071,144.8
225.7,-2.536,165.3
218.7,-3.589,181
222.3,-3.352,226.6
224.4,-2.759,221.5
220.3,-3.395,132.4
221,-3.865,109.9
223.7,-3.555,153.6
217.7,-3.34,133
218,-2.962,100.4
221.5,-2.632,185.4
218.4,-3.376,185.4
212,-3.041,198.7
217.6,-3.592,172.9
204.8,-2.818,159.3
222.5,-2.772,171.4
222.7,-3.982,181.3
219.2,-2.945,148.5
218.8,-2.844,162.2
218.9,-3.592,196.8
216.9,-3.348,173.7
223.8,-3.825,159.7
216.9,-2.852,141.1
223.8,-3.58,151
210.3,-3.194,159.8
210.6,-3.343,139.5
207.4,-3.32,141.9
219.9,-3.441,170.9
227.3,-3.609,117.9
222.9,-3.617,164.3
217.1,-3.196,210.9
229,-3.149,126
219.1,-2.923,140.4
217.2,-3.649,166.1
224.2,-3.487,176.5
223.3,-2.97,203.4
214.1,-3.285,97.24
218,-3.358,164.9
228.8,-2.134,206.7
219.4,-3.414,112.2
224.9,-3.218,187.8
220.4,-3.826,155.1
225.2,-2.83,136
218.9,-2.601,191.5
216.1,-3.583,144.5
224.5,-2.791,140.4
225,-3.579,173.6
215.6,-3.266,147.4
223.7,-3.973,223.8
215.1,-3.903,124.9
225.7,-3.839,141.6
225.9,-3.355,123.3
228,-3.466,151.5
225.8,-2.873,182
217.8,-2.867,149.3
214.2,-2.392,202.4
230,-2.904,208.5
225.4,-3.053,186.8
220.4,-2.848,157.6
216.7,-2.947,153.3
239.9,-3.666,168
220.7,-3.078,124.5
214.5,-2.565,128.1
222.8,-3.468,167.2
225.7,-3.059,104.5
214.4,-2.755,104.1
227.7,-3.572,190.9
220.5,-3.373,200.6
215.2,-3.819,174.2
216.4,-3.542,199.4
226.1,-2.585,221.7
217.4,-3.453,155.4
219.4,-3.832,90.22
225.1,-3.191,170.4
220.8,-3.222,192.9
225.4,-3.091,165.8
223,-2.85,188.7
212.4,-2.809,194.3
228.1,-3.402,156.5
223.4,-3.257,189.8
218.5,-2.629,195.6
224.4,-3.359,126.2
220.5,-2.805,136.2
215.3,-4.048,172.6
218.4,-3.034,175.1
220.8,-3.312,104.2
221.9,-2.574,194
217.8,-2.317,161.6
219,-3.744,197.2
215,-2.229,186.9
215.8,-2.363,176
222.8,-3.152,119.9
228.1,-3.52,124.4
226.5,-2.235,149.3
219.5,-3.034,142.4
224.1,-3.397,112.6
223.6,-4.228,117.1
225.6,-3.458,161.5
226.3,-2.905,179.9
227.6,-3.525,96.64
220.6,-4.254,109.7
234.5,-3.465,144.6
222,-3.456,113.7
227.2,-4.117,177.5
218.6,-3.038,143.8
216.4,-3.637,170
223.5,-3.868,98.05
221.1,-3.008,126.7
219,-2.724,162.2
216.7,-3.433,154.8
209.1,-2.179,194.3
224.4,-4.03,175
222.5,-4.243,148.1
227.9,-3.74,189.8
217.1,-3.502,136.1
221.8,-3.804,173.7
222.7,-3.653,120.3
218.7,-2.468,205.3
217.8,-2.8,169.9
227.9,-3.121,225.1
223.3,-3.061,220.6
216.9,-3.432,149.1
228.6,-2.996,173.8
216.7,-3.698,186
222.1,-3.489,152.4
221,-3.14,155.6
216.5,-3.082,150.5
221.6,-2.38,143.2
219.5,-3.728,159.6
232.7,-4.029,176.4
219.2,-3.846,115.6
221.3,-3.619,115.9
216.9,-3.174,152.4
213.4,-3.955,175.3
216.3,-4.079,130.7
224.1,-3.139,208.8
219.2,-3.344,166.1
213.8,-3.666,112.5
214.5,-3.696,138.8
225.4,-3.259,151
223.6,-4.111,136.9
217.7,-3.741,98.44
212.8,-3.334,155.2
230.3,-3.426,241.1
219.9,-2.921,132.6
216.3,-4.56,89.28
222.5,-3.744,146.7
219.7,-3.298,130.1
225.5,-3.948,133
223.7,-3.158,151.2
214.9,-3.617,162.9
227.1,-3.308,77.4
219.2,-3.58,105.5
218.2,-2.533,227.5
213.9,-2.922,139.2
225,-4.416,126
222.6,-3.262,115
218.5,-3.725,188.7
219.3,-2.992,142.7
225.1,-3.672,231.1
224.1,-2.746,164.9
222.8,-3.442,157.2
216.9,-3.336,140.5
224.2,-2.005,229.6
227.9,-3.08,158.4
228.9,-3.062,167.4
214.4,-3.849,112.9
220.5,-3.353,130.5
224.1,-3.12,177.6
215.5,-3.303,119.7
217.8,-3.236,170.7
216.7,-3.573,185.3
222.7,-3.041,167.3
219.7,-3.456,161.3
226.4,-3.729,117.2
223.5,-3.848,159.9
225.9,-3.539,123.1
217.7,-3.006,143.4
231.8,-2.389,186.1
207.9,-3.23,129.2
228.1,-3.561,132.9
209.3,-2.7,191.4
202.6,-3.648,129.7
218.2,-3.097,153.8
223.1,-2.783,161.4
219,-2.328,258.1
217.2,-3.143,183.3
217.5,-3.944,106.7
217.5,-3.72,149.3
219,-2.808,161.1
214.4,-3.15,168
220.1,-3.19,179.9
219.4,-2.809,195.3
223.3,-3.74,151.7
220.7,-3.644,58.75
223.8,-3.302,149.2
217.6,-3.413,171.3
224.7,-3.735,158.2
223,-4.004,97.46
216.6,-3.336,136.7
230.3,-2.633,160.3
217.6,-2.915,143.7
215.7,-4.582,111.2
219,-2.609,193.4
216,-3.483,140.2
220.9,-3.369,114.9
223.5,-2.975,210.4
228.1,-4.136,120.8
227,-3.951,125.6
217.1,-3.597,85.05
223.6,-2.988,170.1
217.3,-3.453,152.7
217.1,-2.889,160.4
217.2,-1.955,190.5
217.8,-2.807,170.8
217,-3.414,136.9
228.6,-3.498,159.2
220.6,-3.832,91.34
219.6,-3.219,153.5
219.5,-3.417,175.7
217.4,-3.779,154.3
217,-2.948,202.3
213,-2.999,162.9
220.5,-3.192,182.6
213.2,-3.533,118.4
213.6,-2.804,161.5
220.2,-3.792,189.6
217,-3.555,153.1
232.5,-3.643,141.7
218.4,-5.17,82.24
224.9,-3.121,123.1
217.4,-2.511,227.3
214.1,-3.385,102
217,-3.006,156
219.7,-3.313,138.5
223.6,-3.285,114.4
217.1,-3.413,134.2
226.7,-3.261,163.8
223.5,-3.628,103.2
231.5,-3.467,180.4
226.4,-3.473,144.8
217.5,-2.954,164.8
221.6,-4.254,138.1
225.1,-2.343,192
220,-3.159,197.9
219.2,-2.736,149.3
211.8,-2.412,186.5
215.9,-3.902,132.9
225.5,-3.65,170.5
220.6,-3.631,131.6
220.5,-3.951,186.5
215.7,-3.803,172.8
217.1,-3.67,163.4
228.1,-3.401,168.1
223.3,-3.381,163.1
223.5,-4.066,165.6
211.3,-3.682,108
212.4,-3.093,147.3
215.4,-3.474,154.5
217.3,-2.648,123.7
218.6,-3.142,161.1
215.8,-3.481,152.4
219.8,-2.562,201.2
227.8,-2.609,157.7
213.7,-3.035,130.5
224.5,-3.283,140.7
218.3,-2.727,158.2
226.7,-2.25,126
219.7,-3.342,146
221,-2.967,199.4
216.7,-3.833,182.3
212.7,-3.245,135.7
219.9,-1.904,241.9
211.3,-4.007,141.3
220.1,-4.319,134
219.9,-3.559,148.5
221.9,-3.374,187.7
228.3,-2.935,215.6
224.9,-3.582,141.6
220.3,-3.137,135.9
224.3,-3.758,214.7
226.7,-2.879,182.1
227.6,-3.976,164.5
222.4,-3.693,159.4
229.5,-2.653,114.7
223.2,-2.366,166.5
221.6,-3.07,178.9
229.2,-3.34,172.6
217.3,-2.719,174.7
224.8,-4.366,127.1
222.7,-2.905,157
213.8,-3.444,94.35
219.3,-4.416,122.6
215.1,-2.449,162.5
220.4,-3.178,115.7
214.9,-3.307,124.8
222.1,-3.367,148.4
228.6,-4.344,162.4
211.9,-2.756,129.6
219,-2.932,198.8
219,-3.571,173.3
233.6,-3.204,140.2
223.9,-2.588,121.5
218.7,-2.775,165.6
224.4,-3.335,145.6
225.6,-2.626,151.7
225.9,-2.869,186.5
221.3,-2.721,169.3
222.2,-3.162,186.9
222.8,-2.569,133.2
220.5,-2.711,176.3
224.9,-3.434,119.4
225.9,-4.238,169.5
217.9,-3.285,126.5
215.2,-3.424,195.6
223.5,-4.181,126.3
217.1,-2.224,171.6
222.4,-2.954,181.1
225.8,-3.895,116.7
222.2,-3.514,182.1
224.6,-2.163,201.7
225.5,-3.522,124.9
215.7,-2.475,155.4
219.5,-3.14,126.4
227.6,-2.654,157.5
235.1,-3.359,172.2
219.3,-3.643,144
226.2,-3.17,184.9
225.5,-2.917,178.9
217.9,-2.792,203.1
217.8,-2.96,140.2
228.2,-3.813,117.8
224.9,-3.545,145.3
218.5,-2.521,209.7
230.7,-3.591,159.9
219,-3.615,140.3
216.2,-3.622,168.1
221.2,-3.57,154.2
217.7,-3.758,158
219.2,-2.786,162.7
214.6,-3.852,122.7
222.5,-2.863,135.3
229.9,-2.87,184.3
220.1,-4.049,101.8
215.7,-3.623,166.9
221.3,-4.112,62.55
207.8,-3.685,161.3
225.6,-2.907,129.7
223.9,-2.775,186
220.1,-3.39,120.6
213.4,-3.348,135.5
219.2,-3.546,182.9
223.9,-3.785,119.8
222.5,-2.986,169.8
224.7,-4.331,83.32
218,-3.944,142.8
215.9,-3.016,137.9
216.3,-4.279,88.2
221.2,-3.977,82.01
220,-3.327,170.1
217.2,-3.331,172.4
228.2,-2.933,177.5
230.4,-3.042,187.1
221.9,-2.913,224.5
215.5,-3.257,103.2
223.1,-3.585,164.7
228.2,-3.451,139.9
216.8,-3.887,110.3
214.4,-3.574,130.4
227.5,-3.127,178.5
222.7,-4.125,134.2
220.4,-3.359,180.6
219.5,-3.721,160.2
225.9,-3.888,226.7
221,-3.618,140.2
222.4,-2.993,157.4
218.3,-1.987,150.8
217.7,-2.495,161.5
219.5,-2.03,181.8
218.1,-3.978,133.4
219.1,-2.762,169.1
217,-3.86,141.5
215.5,-3.419,160.2
225.3,-3.212,121.8
226.1,-3.262,134.8
222.2,-3.297,178.6
221.9,-2.482,158.1
222.9,-3.787,138.1
219.9,-3.084,184.7
218.7,-3.164,196.4
231.2,-3.587,189.9
210.9,-2.919,183.5
223.9,-3.174,212.7
221.8,-3.54,132.6
225.2,-2.262,246
213.7,-3.975,136.3
229.7,-3.518,125.9
223.8,-3.45,233.5
219.2,-2.177,206.6
220.4,-2.995,196.1
231.3,-2.872,140
224.8,-2.565,207.7
223.9,-3.634,106
218.9,-3.468,123.1
221.8,-3.98,139.9
221.4,-3.234,143.3
219,-2.951,168.5
220.8,-3.005,191.3
222.1,-3.437,90.37
211.4,-3.175,199
216.1,-3.446,112.5
219.7,-3.12,161.2
237.2,-3.716,168.8
221.3,-3.658,122.1
224.3,-3.816,141.7
218.5,-3.369,150.4
222,-3.13,171.9
220.9,-2.807,192.9
212,-3.626,186.7
220.6,-3.661,177.1
220.4,-2.954,183.3
217.8,-3.48,146.1
220.4,-3.919,163.1
224.4,-3.673,142.4
217.6,-3.125,200.8
227.4,-3.56,122.9
232,-3.818,214
225.4,-2.92,183.9
223.6,-2.948,164.1
220.1,-2.694,169.2
228.5,-4.504,164.4
208.8,-2.863,163.4
210.7,-2.75,200.8
220.3,-2.29,171.1
224.9,-3.13,223.9
212.5,-2.322,205.8
215.2,-2.537,170.6
221.3,-2.6,138.7
219.9,-3.644,169.4
227.8,-3.591,194.7
217.8,-3.581,152.9
223.6,-2.646,186.4
222.1,-2.408,237.7
225.6,-3.279,144.9
232.7,-3.638,149.4
228.2,-4.437,107.1
214.5,-2.899,185.5
217,-2.328,156.6
219.8,-4.043,157.5
216.4,-3.297,162
221.8,-3.392,170.2
217.3,-3.613,118.3
217.2,-2.912,180.7
219,-3.46,168.8
215.7,-2.239,126.6
216.6,-4.062,116.5
225,-2.959,196.4
214.8,-2.939,129.2
225.9,-2.847,174.3
216.5,-1.759,150.3
207.5,-3.349,213.8
228.1,-4.114,209.4
221.1,-2.912,194.6
216.9,-2.858,180.3
216,-2.967,207.5
225.5,-3.118,198.5
223.4,-3.881,138
218.3,-3.046,153.9
219.5,-2.532,231
217.6,-2.848,177.2
220.8,-3.188,214.4
212.2,-3.395,200
218.3,-3.305,161.7
232.8,-2.33,190.2
223.9,-2.552,188.3
218.8,-3.304,180.3
223.2,-3.126,190.1
212.8,-3.447,88.79
213.5,-1.643,158.8
225,-4.124,160.5
218.8,-2.289,197.7
225,-3.737,150.8
222.2,-3.348,150.4
223.4,-3.076,189.7
219.2,-3.523,123.9
218.6,-3.703,180.6
229.8,-3.36,147.7
218.8,-3.017,154.4
211.5,-3.258,164.7
221,-2.948,160.5
219.7,-2.919,155
224.7,-2.932,175.5
218.8,-2.934,194.3
214.3,-3.533,138.4
214.4,-3.805,155.8
222.9,-3.002,126.5
220,-3.314,151.8
221.2,-3.265,187.1
222.2,-3.573,147.7
226.5,-4.678,92.35
218.4,-2.806,144.1
217.5,-3.215,120.6
220.9,-2.948,146.5
220.8,-3.603,170.7
215.1,-3.317,146.7
221.6,-3.08,240.6
214.6,-3.829,65.35
226.9,-3.958,81.48
218.4,-1.922,196.1
217.2,-3.3,178.7
211.8,-2.804,231.8
220.9,-3.088,140.1
218.4,-3.119,179.3
224.2,-3.085,132.3
220,-3.219,92.81
218.2,-3.174,157.8
220.7,-3.551,147.1
226.4,-4.103,96.07
220.9,-2.953,183.8
224.1,-2.921,209.1
222.7,-3.789,184.6
226,-2.559,178.8
223.6,-3.136,208.7
219.1,-2.779,176.7
218.1,-2.464,135.5
229.1,-3.969,198
219.5,-3.04,156.6
223.2,-2.92,191.1
228.3,-3.739,155.7
216.3,-3.776,137.5
223.5,-3.306,82.72
222.3,-2.598,148.6
226.6,-3.285,172.6
222.4,-3.434,149
211.4,-2.481,176.4
220.5,-2.152,140.9
220.1,-2.963,127
222.7,-3.402,188.6
220.7,-3.847,153
211.6,-3.607,97.9
220,-3.481,195.2
221.5,-4.049,132.1
223.5,-3.77,144.2
224.3,-3.518,81.84
225.8,-2.827,151.2
227,-3.312,170.5
223.2,-3.483,91.81
220.3,-3.089,112.1
209.4,-2.191,140.7
220.1,-2.622,183
222,-3.613,139.6
216,-3.229,206.8
220.9,-3.563,139.1
212.6,-3.384,102.9
225.9,-2.63,269.1
221.2,-3.756,208.2
218.2,-3.656,199.2
217,-3.937,181.7
220.2,-3.551,198.7
222.6,-3.524,163.4
220.6,-3.487,121.5
213.3,-4.145,125.3
214.5,-1.355,182.6
218.2,-2.906,211.9
226.1,-3.296,196.7
222,-4.311,149.8
225.4,-3.547,133.4
221.9,-3.157,126.4
221,-2.305,133.9
217.8,-2.722,144.9
222.4,-3.702,144.6
219.9,-3.495,150.7
205.1,-4.194,160.1
224.2,-2.203,222.7
218.7,-4.151,177.5
218.3,-1.935,259.9
220.7,-2.865,185
224.9,-3.878,148.9
219.4,-2.373,232.1
215.3,-3.158,143
234.8,-3.438,222.1
225.8,-3.525,130.6
221.5,-2.554,148.9
222.8,-4.121,178.4
218.6,-3.581,174.3
217.6,-2.899,152.2
229.2,-4.272,83.12
219,-3.447,146
223.5,-3.038,192
217,-2.634,182.8
223.8,-3.172,110.7
213.9,-3.799,112.3
215.9,-3.216,190.2
220,-3.479,156.1
213.6,-2.893,171.9
223.1,-3.042,179.9
219.7,-3.723,114.5
223.8,-3.635,148.3
225.5,-3.065,185.2
229.4,-3.412,161.3
223.3,-2.476,222.4
218.7,-3.502,183.4
218.4,-2.715,197.5
220,-2.859,213.5
221.1,-3.462,154.9
221.8,-3.227,184
218.7,-3.333,178.9
221.3,-3.627,110.9
221.3,-2.98,155.9
222.4,-3.361,129.4
215.7,-3.788,118.5
223.7,-3.437,152.2
229.8,-2.422,197.1
221.8,-2.673,159.3
211.3,-3.379,119
222.3,-2.991,166.5
229.9,-3.391,188.8
218.7,-2.866,156.1
218.9,-3.249,198.8
222,-3.09,170.8
225.1,-3.828,180.7
223.9,-3.028,115.6
218.1,-3.019,163
224.8,-3.468,205.7
219.2,-3.878,127.9
228.6,-3.113,126.2
216.7,-2.988,156.6
220.7,-3.985,120
207.1,-3.121,90
223.9,-3.324,115.1
226.7,-3.075,111.3
222.1,-2.776,188
218.5,-3.606,101.6
222.8,-2.375,211.4
209.1,-3.644,173.6
214.4,-3.254,174.9
211.3,-3.745,183.4
221.4,-4.236,136.7
220.9,-2.328,185.1
225.7,-4.034,127.4
214.6,-3.507,167.5
225.2,-2.718,172.4
210,-3.087,108.1
217.8,-3.862,135.1
217.7,-4.162,153.1
218.1,-2.915,184.9
227.8,-3.749,158.7
217.3,-3.615,146.8
217.5,-3.991,129.9
226.2,-3.342,118.4
219.3,-4.515,148.8
228.9,-3.554,166.2
206.2,-3.647,182.6
219.6,-2.93,175.8
220,-3.791,134.2
211.1,-4.227,180.2
218.5,-3.595,132
213.5,-3.29,136.9
220.9,-3.547,129.2
219.3,-3.127,179.4
226.5,-3.022,192.5
209.8,-2.642,207.4
225.7,-3.505,116.2
218.3,-2.278,221.6
224.3,-3.882,190.8
232.8,-4.3,159.9
224.1,-4.699,93.1
223.3,-2.778,160.2
217.1,-3.254,182.2
220.9,-3.15,205.2
218.9,-3.347,157.5
215.9,-4.128,146.5
228.5,-3.678,106.3
223.7,-2.628,208.8
214.6,-3.209,129
223.8,-3.367,186.3
210.5,-2.747,143.6
208.5,-2.831,134.5
215.2,-3.108,156.6
218.1,-2.822,129.9
223.6,-3.635,140.2
218.1,-3,230.7
219.6,-4.038,121.2
215.7,-2.727,129.9
224.3,-2.764,150.5
215.2,-3.096,144.8
211.2,-3.466,172
217.1,-3.39,94.35
215.7,-3.196,122.5
224.7,-2.735,186.4
224.9,-3.636,177
220.7,-4.141,125.4
217.3,-3.423,110.3
218,-3.284,208.3
212.6,-3.82,47.59
225.9,-2.236,236.5
215.4,-4.528,82.74
228,-3.512,151.7
226.2,-2.682,177.6
217.7,-3.437,134.3
228.2,-2.891,155.9
224,-3.259,156.5
217.7,-3.18,125.7
219.2,-3.326,136
220,-3.507,139.6
219.2,-2.615,181.5
227.1,-3.659,154.3
223.5,-3.147,150.9
219.3,-2.805,145.8
220.6,-3.122,177.6
229,-2.187,223.7
219.3,-2.934,112.7
215.4,-2.682,126.2
219.1,-3.433,237.7
225,-3.684,174.3
220.3,-3.066,155.8
229,-3.771,145.3
219.8,-2.93,180.5
224.3,-2.929,133
229.4,-3.219,166
219.5,-3.071,163.6
220,-3.869,127.9
218.3,-3.339,215
223.8,-4.325,86.84
223.1,-2.551,187.1
228,-3.508,134.5
222.3,-3.94,130.5
227.9,-3.268,162.9
219.9,-3.77,177.3
223.1,-3.61,154
225.9,-2.916,171.6
221.1,-2.939,204.3
222.4,-3.379,151.3
226.7,-3.241,213.4
226.3,-3.598,142.5
221.5,-3.051,166.6
219.6,-3.494,190.5
223.4,-3.381,197.8
223,-2.839,144.2
224.7,-3.438,189.2
226,-3.405,185.1
213.7,-3.014,176.5
215.2,-3.178,232.4
221.8,-2.585,195.1
224.4,-3.66,149.2
219.3,-3.423,166.3
224.6,-4.276,152.4
217.8,-3.461,152.4
218.8,-3.633,156.5
218.5,-3.131,159.2
220.4,-3.772,138.4
217.9,-3.244,160.3
216.9,-2.89,202.7
224.2,-4.149,131.3
219.8,-3.511,170.2
220.3,-2.91,164.3
219.1,-2.619,119.3
218.8,-3.276,216.8
215.1,-2.798,162.8
220.1,-4.469,186.9
223.4,-3.087,113.1
228.4,-4.093,139.7
213.7,-2.842,153.6
221.3,-2.974,163.1
219.6,-3.138,148
216.7,-3.772,185.8
219.6,-2.602,131.8
219.3,-2.607,140.2
216.1,-2.918,189.7
219.5,-3.738,156.6
214,-3.547,146.3
220.7,-4.032,77.16
219.7,-3.142,177.1
219.4,-3.43,184.8
220,-3.54,162.1
222.8,-2.844,224.1
216.8,-3.755,114.7
220.9,-2.427,176.1
220.8,-2.532,128.9
219.3,-3.433,133.7
220.3,-3.921,115.6
224.5,-3.673,144
224,-3.449,193.5
217.2,-3.143,208.6
220,-3.016,184.1
229.2,-3.28,180.2
219.5,-2.975,192
224.2,-2.719,152.9
221.1,-3.42,128.8
220.3,-3.159,147.2
226.3,-3.75,126
221,-3.215,168.9
219.6,-2.997,145
227,-2.581,177.1
226.9,-2.744,138.2
230.1,-3.923,138.4
224.9,-2.219,173.5
235.1,-3.158,198.4
217.3,-2.872,139.5
220.7,-3.862,144.7
221.4,-3.296,97.71
225,-3.461,154.3
216.7,-3.226,184
228.3,-3.499,116.8
228.1,-2.977,215.8
224.3,-2.917,195.7
221.5,-3.111,148.3
227.5,-3.436,156.8
220.1,-3.844,175.7
221.8,-3.364,190.4
218.6,-3.26,128.8
225.4,-3.552,151.6
214.9,-2.821,152.4
212.1,-2.899,226.7
217.9,-3.076,158.3
223.2,-2.495,169.1
219.6,-3.342,174.9
221,-2.872,162
219,-3.246,160.5
211.8,-3.499,142.5
226.2,-2.989,171.6
222.1,-3.03,170.4
220.3,-3.817,147.7
219.6,-3.689,81.37
218.9,-2.858,164.2
218.5,-4.438,172.2
216,-3.214,141.1
218.7,-3.251,143.8
221.1,-3.456,116.1
222.7,-4.128,160.8
226,-3.395,172.3
224.9,-3.118,196.4
219.7,-2.065,118.7
223.6,-3.6,179.9
218.7,-2.407,173.6
222.6,-2.921,184.3
212.3,-3.048,202.7
215.7,-3.423,127.3
217.4,-3.211,142.2
220,-4.659,96.63
215.1,-4.175,133.1
228.7,-3.296,119.6
212.1,-2.434,191.4
222.5,-3.329,184.4
217.5,-3.172,136
219,-3.41,145.8
215.7,-3.432,148.7
216.9,-2.941,180.1
223.2,-3.1,174.9
225.1,-3.615,194.1
214.6,-4.033,143.7
221.9,-3.225,132.6
224.2,-3.797,105.7
221.1,-3.324,128.2
219.2,-4.049,139.8
217.1,-2.87,106.5
222.1,-3.291,151.5
219,-3.897,144
229.8,-3.208,137.9
223.8,-3.216,152.9
216.8,-3.198,210.5
223.5,-3.541,148.6
220.4,-3.704,113.4
215.8,-2.702,143.3
229,-2.881,172.8
212.9,-3.183,191.8
222.4,-3.589,122.7
219.4,-3.121,154.4
226.8,-3.245,182.4
217.5,-3.765,158.8
221.3,-4.084,125.5
224.8,-3.14,152.9
222.7,-2.726,168.1
217.9,-4.486,131.7
214.2,-3.586,161.8
218.7,-3.01,150.1
223.8,-3.349,177.5
223.5,-3.868,164.4
230.5,-3.491,188.8
218.1,-3.586,168.4
230.1,-2.186,213.1
213.4,-3.223,95.01
217.6,-2.976,184.7
221.2,-3.798,130.4
224.1,-3.181,175
227.9,-3.094,153.8
214.9,-3.206,142.3
220.7,-3.094,148.4
226,-2.637,153.3
220.5,-4.051,154
224,-3.722,174.4
214.7,-2.301,216.4
220.8,-2.775,184.7
220.8,-3.009,194.1
221.6,-4.268,175.3
230.3,-2.694,190.2
224.2,-3.637,149.1
214.3,-3.54,203.5
220.1,-2.734,178.6
228.7,-2.463,191.4
216.8,-3.032,183.3
221.5,-3.598,155
218.7,-2.018,160
217.5,-2.201,145.6
214.4,-2.66,147.2
219.1,-2.69,138.1
211.8,-4.016,147.3
218.3,-4.197,217.4
217.9,-3.12,169.2
224,-3.55,129
213.3,-2.986,80.09
215.1,-3.804,188.5
219.8,-3.694,128.6
228.3,-3.324,156.8
225.1,-3.637,155.2
220.8,-2.774,133.4
221.9,-3.612,146.4
224.4,-3.452,118.3
228.1,-3.548,115.9
226.1,-3.265,178.6
218.3,-3.109,205.6
220.5,-3.444,169.7
221.5,-2.676,163.6
219,-3.463,147.8
222.6,-3.694,191.8
225.7,-3.435,167.1
221.8,-3.812,167
223.2,-4.049,118.3
216.9,-2.832,175.1
221.9,-2.992,125.4
227.2,-2.368,212.5
215.2,-4.093,103.9
219,-3.806,111
213.7,-2.488,172.1
215.5,-2.934,116.3
222.2,-3.909,174.5
230.6,-3.486,194.1
217.1,-3.038,166.2
222.1,-3.205,202.4
219.9,-2.794,123.7
221.9,-2.812,143.4
215.1,-3.049,181.7
226.3,-4.033,138.8
219.5,-3.672,171.1
222.8,-3.028,140.7
213.7,-3.898,139.5
217.9,-3.481,155.4
225.9,-3.479,144.3
219.9,-3.572,168.8
216.4,-4.141,148.8
210.7,-2.173,148.3
218.3,-2.376,95.88
225.4,-3.066,158.5
219.5,-3.255,185
218,-3.153,133.6
217.4,-3.466,166.4
227.3,-3.096,165.9
216.8,-2.765,183.9
218.4,-3.915,141.7
216.7,-3.073,124.9
222.1,-2.526,200.4
224,-2.914,166.3
209,-3.728,107.3
218,-3.335,157.9
224.9,-3.291,145.3
223.9,-3.836,71.92
222.2,-3.038,194.9
223.9,-3.188,203.5
223.4,-2.933,190.6
226.7,-3.003,163.3
212.4,-2.58,116.3
216.7,-3.256,191.6
226.1,-2.39,141.9
227.3,-2.898,173.4
213.7,-2.898,175.2
225.3,-3.073,187
223.8,-3.677,133.2
218,-3.856,166
219.8,-2.912,127.2
224.8,-3.348,161.1
219.7,-2.698,104.7
213.5,-2.975,180.7
223.5,-3.932,152.1
223.9,-3.111,158
221.9,-3.099,148.2
218,-3.613,173.8
220.1,-3.529,146.1
224.5,-3.743,167.4
210.7,-3.514,155.4
219.6,-4.269,169.3
232.1,-3.373,167.2
212.6,-3.772,108.7
218.9,-4.556,183.2
229.4,-2.418,182.4
223.5,-2.971,162.5
218.3,-4.006,179.7
227.9,-4.906,90.61
215.6,-3.298,112.5
212.9,-3.523,175.4
222.8,-3.329,123.5
231.3,-2.972,187
216.2,-3.04,109.5
215.8,-2.829,192.9
224.1,-3.427,176.9
216.1,-3.819,149.7
211.4,-3.248,155.2
229.1,-2.45,148.6
227.1,-3.454,204.7
217.4,-5.2,95.3
225.3,-3.095,165.6
219,-3.223,165.6
216.3,-2.972,111.9
220.8,-3.453,90.93
219.1,-3.387,156.6
211.8,-3.895,105.9
219.9,-4.484,128.2
214.1,-2.826,159.9
221.7,-3.06,170.6
219.1,-3.328,117.5
221.9,-3.581,106.7
224.8,-3.399,172.5
221,-3.505,120.4
219.1,-2.831,174.3
215.2,-2.755,131.5
219.8,-3.333,145.1
224.4,-2.954,177.3
221.8,-3.31,153.1
228.3,-2.928,183.2
220.8,-3.662,188.9
222.1,-3.738,99.85
216.3,-3.915,151.7
222,-3.223,179
219.3,-3.219,156.9
215.9,-3.757,156.3
210.3,-3.058,177.4
220.8,-4.145,122.8
220.2,-2.829,105.7
226.9,-3.703,172.1
220.9,-3.028,186.1
211.6,-2.897,197.5
219.8,-3.662,128.8
227.6,-2.474,206.2
228.7,-2.442,180.1
223.5,-3.159,248.3
219,-3.422,155.1
216.6,-3.804,148.5
220.8,-3.174,121.3
225.4,-3.242,170.8
220.2,-3.71,143.7
224.9,-3.339,138.5
218.7,-3.392,149.3
224.5,-3.769,144.9
211.2,-2.982,162.9
225,-2.892,210.3
223.1,-2.812,219.8
223.4,-3.084,162.4
226.4,-3.965,192.7
219.1,-3.294,144.8
230.9,-2.927,169.4
226.4,-3.817,171.3
223.9,-3.981,177.5
221.4,-3.763,150.5
213.2,-2.681,125.2
217.9,-3.364,209.4
223.7,-3.165,136.2
218.5,-3.473,148.5
220.3,-3.473,168.6
223.9,-3.088,141
221.9,-3.286,114.4
214.7,-3.477,126.4
223.6,-2.437,196.7
220.3,-3.916,132.3
218.5,-3.688,183.2
218,-2.191,163.1
228.4,-3.113,173.1
221.8,-2.799,169.5
222.8,-3.404,198.1
220.7,-2.476,204.6
216.8,-4.076,93.33
216,-3.705,112.7
215.5,-4.1,130.3
207.9,-2.994,182.5
213.5,-2.943,128.6
224.1,-3.661,157
223.9,-3.523,129.8
216.3,-3.274,118.9
225.7,-2.932,185.8
228.2,-2.009,186.6
221.3,-2.849,175.6
218.4,-3.772,100.5
223.4,-3.898,118.3
222.6,-3.008,179.3
236.6,-3.804,156.5
